GEO_CODE,GEO_LABEL,socialrented,Noqualifications ,Car_or_van,Deprivation_classification_of_household,%obese,,
E05001762,Rural West York,439,1160,391,1265,20.42877989,,
E05004252,Rush Green,1667,1583,731,687,6.926406926,,
E05001315,Rushall-Shelfield,2145,3260,1203,1704,24.4047619,,
E05005978,Rushden Bates,377,780,298,567,17.90041157,,
E05005979,Rushden Hayden,1644,1727,899,1155,19.29824561,,
E05005980,Rushden Pemberton,1146,1390,456,983,25.57471264,,
E05005981,Rushden Sartoris,36,702,142,536,23.07294968,,
E05005982,Rushden Spencer,455,1186,313,807,18.96933316,,
E05000451,Rushey Green,3515,2088,3367,2183,29.01712732,,
E05001800,Rushey Mead,607,3825,1123,2005,16.71481062,,
E05007125,Rushmere,1379,1541,650,973,18.08781685,,
E05007218,Rushmere St Andrew,137,942,223,816,19.44444444,,
E05008845,Rushmills,172,709,239,547,19.44444444,,
E05000714,Rusholme,2824,2024,2268,1554,21.56862745,,
E05005636,Ruskington,634,1293,376,855,24.03612603,,
E05007664,Rusper and Colgate,159,315,52,337,21.17647059,,
E05005905,Rustens,211,424,147,351,12.35294118,,
E05005143,Rusthall,1270,922,434,670,14.35897436,,
E05007597,Rustington East,514,1212,566,983,24.22360248,,
E05007598,Rustington West,234,1799,718,1472,27.89027805,,
E05007280,Ruxley,1105,996,351,825,23.90622407,,
E05008182,Ruyton and Baschurch,267,528,100,452,22.5371519,,
E05001382,Ryburn,1426,1743,857,1353,10.67961165,,
E05008503,Ryde East,385,771,379,497,6.457544212,,
E05008504,Ryde North East,199,674,695,640,8.248941177,,
E05008505,Ryde North West,141,660,561,545,10.88423401,,
E05008506,Ryde South,1158,813,678,586,15.625,,
E05008507,Ryde West,616,707,406,526,5.806451613,,
E05003978,Rye,866,1009,572,722,19.17808219,,
E05004687,Rye Park,1087,1544,457,943,16.84328321,,
E05006311,Ryedale South West,129,256,39,213,17.08333333,,
E05002694,Ryemead,1338,888,575,1027,29.04415683,,
E05001819,Ryhall and Casterton,294,369,92,340,28.86206635,,
E05001164,Ryhope,2416,2499,1397,1382,17.54046203,,
E05007509,Ryton-on-Dunsmore,184,346,68,235,12.68656716,,
E05001082,"Ryton, Crookhill and Stella",1541,1500,923,1095,12.68656716,,
E05005309,Sabden,98,197,91,195,20.98214286,,
E05003979,Sackville,118,1235,853,929,12.19512195,,
E05008000,Sacriston,1428,1496,817,888,11.30952381,,
E05001576,Sadberge and Whessoe,122,334,76,295,10.25641026,,
E05000731,Saddleworth North,569,1309,460,1216,18.68760784,,
E05000732,Saddleworth South,507,1269,692,1282,17.94871795,,
E05000733,Saddleworth West and Lees,659,1861,919,1434,16.66666667,,
E05004273,Saffron Walden Audley,784,686,446,697,27.35142828,,
E05008710,Saffron Walden Castle,972,806,317,575,12.25646908,,
E05004275,Saffron Walden Shire,619,857,333,731,17.63759036,,
E05002207,Saints,1011,2679,904,1490,27.81873658,,
E05006046,Salcey,192,308,55,257,16.21621622,,
E05003578,Salcombe and Malborough,391,528,235,588,19.3982269,,
E05000835,Sale Moor,1887,1767,1071,1326,17.72082698,,
E05003983,Salehurst,496,700,178,549,21.17117117,,
E05007344,Salfords and Sidlow,113,405,101,346,16.9791191,,
E05008386,Salisbury Bemerton,2943,1410,656,833,20.55207124,,
E05008387,Salisbury Fisherton and Bemerton Village,368,752,369,637,18.75,,
E05008388,Salisbury Harnham,793,723,421,660,22.83464567,,
E05008389,Salisbury St Edmund and Milford,716,774,810,741,16.16969151,,
E05008390,Salisbury St Francis and Stratford,742,875,399,672,23.12317794,,
E05008391,Salisbury St Mark's and Bishopdown,844,731,376,584,12.20354465,,
E05008392,Salisbury St Martin's and Cathedral,1037,791,668,878,22.43902439,,
E05008393,Salisbury St Paul's,595,730,807,840,10.52631579,,
E05005098,Salmestone,850,1262,707,834,15.15151515,,
E05008303,Saltash Burraton,98,386,124,462,17.3463167,,
E05008304,Saltash Essa,577,651,264,521,14.43850267,,
E05008305,Saltash Pill,546,695,371,593,21.98275862,,
E05008306,Saltash St Stephens,640,808,388,619,24.8616948,,
E05001520,Saltburn,628,1125,817,899,14.81481481,,
E05006266,Saltergate,769,670,474,856,21.89498393,,
E05001963,Saltford,264,562,175,527,29.35779817,,
E05005311,Salthill,268,395,234,381,19.87951807,,
E05003579,Saltstone,165,242,68,251,12.5,,
E05001083,Saltwell,1185,1820,1952,1264,18.19667549,,
E05007704,Salvington,937,1700,544,1345,20.28301887,,
E05007527,Sambourne,158,284,42,251,22.88518278,,
E05005352,Samlesbury and Walton,208,671,252,562,23.26139089,,
E05008648,Sandbach Elworth,218,672,195,534,15.70680628,,
E05008649,Sandbach Ettiley Heath and Wheelock,150,537,172,483,12.93950351,,
E05008650,Sandbach Heath and East,774,916,415,619,15.70680628,,
E05008651,Sandbach Town,313,768,353,656,19.78444535,,
E05000160,Sanderstead,855,1554,589,1560,22.15909091,,
E05006589,Sandford,99,338,99,319,21.78571429,,
E05003524,Sandford and Creedy,225,536,85,485,17.00680272,,
E05008746,Sandford Hill,1477,1827,794,784,15.4589372,,
E05001169,Sandhill,4564,3382,2339,1625,14.70588235,,
E05008887,Sandhurst,58,547,274,393,14.70588235,,
E05003383,Sandiacre North,1004,1062,534,667,11.21495327,,
E05003384,Sandiacre South,102,754,216,541,14.12493143,,
E05008508,Sandown North,310,801,307,429,20.06606108,,
E05008509,Sandown South,479,829,453,655,14.82104473,,
E05004801,Sandridge,381,525,193,627,23.75420632,,
E05002695,Sands,886,899,373,828,23.83032531,,
E05000262,Sands End,4496,1341,2681,1818,18.4898593,,
E05004959,Sandwich,739,1333,578,1058,16.66666667,,
E05003203,Sandwith,1041,735,457,331,15.3942362,,
E05008802,Sandy,2111,2067,791,1666,15.89810891,,
E05004331,Sandywell,131,222,51,247,25.57505748,,
E05004526,Sarisbury,180,534,96,653,26.09809143,,
E05004837,Sarratt,128,264,43,233,21.73913043,,
E05008692,Saughall and Mollington,334,721,215,612,15.35875229,,
E05004737,Sawbridgeworth,657,1309,434,1173,20.30927194,,
E05003385,Sawley,1116,1561,665,923,17.36111111,,
E05002815,Sawston,1298,1284,468,965,17.22708933,,
E05002784,Sawtry,541,1015,262,832,18.91076372,,
E05005710,Saxilby,289,887,238,713,13.96396396,,
E05007219,Saxmundham,1050,1052,357,767,13.20322575,,
E05004888,Saxon Shore,332,776,123,628,12.08333333,,
E05005423,Saxondale,333,1543,469,987,26.98961938,,
E05005690,Saxonwell,133,373,100,319,25.18796992,,
E05006354,Saxton and Ulleskelf,172,278,41,225,25.18796992,,
E05006335,"Scalby, Hackness and Staintondale",133,693,266,593,26.98961938,,
E05005711,Scampton,127,321,77,367,25.18796992,,
E05005589,Scarbrough,720,1653,986,763,23.14278596,,
E05003313,Scarcliffe,707,1236,446,535,20.3539823,,
E05005372,Scarisbrick,131,819,149,580,17.78202677,,
E05001721,Scartho,493,2041,802,1428,12.89949519,,
E05005906,Scole,210,552,78,360,22.22105735,,
E05005239,Scotforth East,567,748,455,588,15.90357496,,
E05005240,Scotforth West,381,691,616,776,23.4417539,,
E05005373,Scott,697,1031,586,771,16.16161616,,
E05005712,Scotter,162,712,146,708,21.99312715,,
E05006295,Scotton,186,542,100,361,19.83471074,,
E05005864,Scottow,246,568,63,346,17.14285714,,
E05006981,Seabridge,784,1090,450,780,20.35010941,,
E05000972,Seacombe,3373,3653,3156,2140,15.81909953,,
E05005590,Seacroft,436,1264,526,628,24.09638554,,
E05003961,Seaford Central,176,918,763,883,10.51301549,,
E05003962,Seaford East,415,1001,361,771,14.28561473,,
E05003963,Seaford North,715,1028,376,774,28.27055052,,
E05003964,Seaford South,311,723,464,640,16.4059192,,
E05003965,Seaford West,64,996,292,790,17.0212766,,
E05008001,Seaham,707,1742,766,1026,18.97233202,,
E05005025,Seal and Weald,494,474,183,484,18.58302569,,
E05008819,Seales,506,1217,240,685,14.43995352,,
E05006336,Seamer,216,852,243,627,22.07792208,,
E05004919,Seasalter,569,1758,484,1228,16.06511303,,
E05003204,Seascale,97,379,125,429,20.46563413,,
E05001479,Seaton,433,1338,491,987,13.91304348,,
E05003136,Seaton,618,999,339,683,13.25301205,,
E05003482,Seaton,492,1764,752,1399,9.836065574,,
E05008074,Seaton with Newbiggin West,1251,997,461,606,25.41148147,,
E05007220,Seckford,159,262,279,332,18.94736842,,
E05003266,Sedbergh and Kirkby Lonsdale,461,1022,366,904,18.86668877,,
E05008002,Sedgefield,521,973,410,873,23.1168331,,
E05000684,Sedgley,940,1818,1034,1434,21.15384615,,
E05001256,Sedgley,1650,2802,917,1649,15.46639345,,
E05002653,Seer Green,122,200,56,205,18.36342467,,
E05008075,Seghill with Seaton Delaval,1387,1116,568,819,14.67576792,,
E05007033,Seighford,159,619,110,482,18.43805189,,
E05004490,Selborne,220,294,60,244,17.78993575,,
E05006355,Selby North,2000,1565,992,941,8.045977011,,
E05006356,Selby South,1290,954,673,662,16.02209945,,
E05006357,Selby West,121,831,277,491,22.21371658,,
E05007705,Selden,789,1605,1153,1301,13.47962382,,
E05000161,Selhurst,4848,2584,3677,2809,24.50619359,,
E05001202,Selly Oak,1721,2405,3000,2791,27.12283429,,
E05000162,Selsdon and Ballards,248,1494,495,1508,15.34883721,,
E05007622,Selsey North,617,1794,581,1163,20.37037037,,
E05007623,Selsey South,279,1124,302,728,24.21652422,,
E05006370,Selston,934,1730,427,888,12.41830065,,
E05008848,Semilong,1105,1080,1096,890,19.3877551,,
E05007301,Send,354,521,109,489,14.9780485,,
E05003410,Sett,13,253,58,247,19.82389601,,
E05006200,Settle and Ribblebanks,369,730,340,568,24.50659958,,
E05000512,Seven Kings,1049,2117,1523,1785,14.44954128,,
E05000278,Seven Sisters,4511,2840,3198,1998,20.987615,,
E05005353,Seven Stars,846,790,331,541,22.68518519,,
E05005026,Sevenoaks Eastern,651,548,332,458,20.51282051,,
E05005027,Sevenoaks Kippington,357,371,132,422,19.51219512,,
E05005028,Sevenoaks Northern,686,725,294,544,19.29824561,,
E05005029,Sevenoaks Town and St John's,419,594,554,736,18.78711234,,
E05007115,Severals,1445,1268,693,1066,16.66666667,,
E05002067,Severn,96,360,63,446,14.05583973,,
E05004397,Severn,442,719,115,537,22.04691945,,
E05008186,Severn Valley,524,719,148,586,24.53703704,,
E05005885,Sewell,1629,1531,1482,1402,22.92565033,,
E05001637,Shadsworth with Whitebirk,3677,2340,1586,1083,19.12860197,,
E05000586,Shadwell,7087,2498,3627,2104,18.62955032,,
E05000623,Shaftesbury,2947,1347,2993,1796,30.63266403,,
E05003714,Shaftesbury Central,503,436,282,334,22.15384615,,
E05003715,Shaftesbury Christy's,251,253,87,256,18.00811019,,
E05003716,Shaftesbury Grosvenor,259,294,95,270,18.01853172,,
E05003717,Shaftesbury Underhill,90,221,118,236,18.11594203,,
E05008693,Shakerley,477,868,156,540,17.9966891,,
E05003609,Shaldon and Stokeinteignhead,62,364,122,391,18.03810658,,
E05007302,Shalford,664,765,230,642,29.04191617,,
E05007438,Shamley Green and Cranleigh North,171,211,72,183,9.491525424,,
E05008510,Shanklin Central,290,866,444,615,21.3592233,,
E05008511,Shanklin South,112,795,447,541,26.85089157,,
E05003231,Shap,146,314,88,230,24.02616998,,
E05001203,Shard End,10004,8379,4939,3727,27.29151333,,
E05008774,Sharnbrook,273,448,124,456,25.10382548,,
E05005288,Sharoe Green,348,877,491,854,20.18360144,,
E05000715,Sharston,7842,4369,3131,2323,20.55756832,,
E05008652,Shavington,69,789,223,584,17.44186047,,
E05000736,Shaw,1476,2183,1256,1397,25.56742199,,
E05002164,Shaw and Nine Elms,502,792,380,1126,20.40449488,,
E05001910,Shawbirch,211,329,86,328,21.03735857,,
E05008187,Shawbury,499,701,153,566,15.34693771,,
E05001638,Shear Brow,822,1916,777,769,19.03485255,,
E05003630,Shebbear and Langtree,89,408,50,282,19.03485255,,
E05004670,Shedfield,203,552,112,461,14.83516484,,
E05005074,Sheerness East,272,1431,1031,859,14.83516484,,
E05005075,Sheerness West,2397,1938,1071,830,30.75405142,,
E05008803,Shefford,1269,1175,361,1105,25.55683863,,
E05001204,Sheldon,3898,5867,2749,3076,25.23364486,,
E05004172,Shelley,736,568,162,299,18.29268293,,
E05004078,Shenfield,31,513,208,595,17.87665483,,
E05004760,Shenley,915,692,208,673,17.03056769,,
E05006959,Shenstone,277,572,92,409,11.21076233,,
E05004815,Shephall,2318,1156,693,810,9.424233986,,
E05000263,Shepherd's Bush Green,4320,1437,3576,1984,19.92481203,,
E05007369,Shepperton Town,157,994,366,1063,26.2962963,,
E05005076,Sheppey Central,1076,2571,543,1200,26.59073937,,
E05005446,Shepshed East,657,1264,444,896,15.48672566,,
E05005447,Shepshed West,688,1401,430,913,16.4550865,,
E05006784,Shepton East,810,864,392,748,22.63648864,,
E05006785,Shepton West,611,1083,328,692,18.23899371,,
E05005003,Shepway North,2511,2069,729,1147,22.46835443,,
E05005004,Shepway South,2261,1938,809,883,29.36959898,,
E05003766,Sherborne East,878,823,474,730,20.13793724,,
E05004452,Sherborne St John,179,277,65,262,12.44019139,,
E05003767,Sherborne West,773,899,495,735,15.810647,,
E05001229,Sherbourne,1514,2694,2235,2370,10.52631579,,
E05006312,Sherburn,303,414,94,264,23.6318408,,
E05008003,Sherburn,1853,2080,910,1262,13.82113821,,
E05006358,Sherburn in Elmet,884,1175,435,842,17.73391294,,
E05006313,Sheriff Hutton,134,233,60,219,17.28395062,,
E05005866,Sheringham North,304,846,536,629,21.55366093,,
E05005867,Sheringham South,336,767,289,679,25.45125584,,
E05002413,Sherington,398,592,113,506,18.68434217,,
E05004863,Sherrards,1310,745,390,760,12.72727273,,
E05008394,Sherston,398,645,150,610,29.35946141,,
E05001839,Sherwood,2615,2828,2381,2014,11.89519785,,
E05005146,Sherwood,2898,1387,803,1042,21.00840336,,
E05008888,Sherwood,424,633,274,326,15.38461538,,
E05000880,Shevington,1004,1360,553,760,19.85686046,,
E05000858,Shevington with Lower Ground,730,1966,604,1508,17.00680272,,
E05008188,Shifnal North,1004,983,361,580,11.11111111,,
E05008189,Shifnal South and Cosford,347,631,208,601,20.16408845,,
E05008076,Shilbottle,596,814,252,691,19.744209,,
E05008004,Shildon East,2188,2042,1091,1237,26.07845228,,
E05008005,Shildon West,1047,1948,1204,1008,20.15810277,,
E05001170,Shiney Row,2652,2726,1446,1645,13.33527239,,
E05002388,Shinfield North,626,416,170,417,13.90374332,,
E05002389,Shinfield South,466,789,149,724,15.04446294,,
E05005739,Shipdham,220,553,120,286,8.391608392,,
E05002109,Shiphay-with-the-Willows,838,1557,595,1240,19.24717265,,
E05006590,Shiplake,264,496,127,500,13.57748995,,
E05001362,Shipley,1315,2432,2126,2238,9.856642243,,
E05008524,"Shipley Park, Horsley and Horsley Woodhouse",421,1227,310,760,15.19846706,,
E05007528,Shipston,813,960,348,771,10.55045872,,
E05006226,Shipton,201,297,67,262,15.71058124,,
E05005937,Shire Lodge,782,986,502,620,10.95890411,,
E05003314,Shirebrook East,446,600,339,221,19.60784314,,
E05003315,Shirebrook Langwith,540,723,280,265,19.49152542,,
E05003316,Shirebrook North West,1134,917,415,312,16.74446649,,
E05003317,Shirebrook South East,173,693,259,287,14.40329218,,
E05003318,Shirebrook South West,365,710,228,352,15.6133829,,
E05001060,Shiregreen and Brightside,6798,5284,2996,2933,18.36734694,,
E05003437,Shirland,1697,1539,473,783,24.47870913,,
E05000163,Shirley,2946,2169,1266,1974,28.75052135,,
E05002467,Shirley,2421,2238,1591,1939,27.63706309,,
E05001296,Shirley East,830,1851,863,1456,19.86970684,,
E05001297,Shirley South,851,2198,788,1620,19.86970684,,
E05001298,Shirley West,630,2289,893,1576,14.63574171,,
E05006930,Shobnall,922,1689,1115,985,14.50313264,,
E05002222,Shoeburyness,2470,2435,1197,1630,11.87457473,,
E05002468,Sholing,1491,2736,1136,2013,25.52943241,,
E05000227,Shooters Hill,2403,2070,1608,1800,16.76300578,,
E05004977,"Shorne, Cobham and Luddesdown",347,665,150,566,27.17652625,,
E05001317,Short Heath,1663,3262,1136,1629,19.53642384,,
E05000126,Shortlands,437,965,786,1320,29.10447761,,
E05008006,Shotton,1923,2527,1141,1119,24.29378531,,
E05006621,Shrivenham,541,528,167,539,25.36824107,,
E05004140,Shrub End,2076,1462,817,1137,18.43317972,,
E05008573,Shurdington,439,387,151,286,23.29174778,,
E05006541,Sibford,202,323,70,310,17.93370527,,
E05005591,Sibsey,127,466,79,292,18.33296086,,
E05000083,Sidcup,520,1746,1070,1497,12.82051282,,
E05007836,Sidemoor,890,1180,462,642,22.29061844,,
E05007624,Sidlesham,379,427,120,344,21.9463057,,
E05003984,Sidley,1865,1485,676,817,20.86121303,,
E05003483,Sidmouth Rural,128,347,85,378,24.93533143,,
E05003484,Sidmouth Sidford,1056,1306,604,1141,21.53284672,,
E05003485,Sidmouth Town,220,939,645,1013,28.71972318,,
E05001722,Sidney Sussex,472,2930,2030,1854,12.63828015,,
E05005448,Sileby,682,1350,440,950,10.79540746,,
E05001299,Silhill,1018,1830,912,1540,18.71232589,,
E05001171,Silksworth,2417,2764,1544,1538,12.58293095,,
E05003137,Silloth,388,920,268,507,27.2165065,,
E05008804,Silsoe and Shillington,482,568,134,527,16.16530853,,
E05005241,Silverdale,83,245,80,305,15.63149216,,
E05003941,Silverhill,391,913,561,687,20.95273305,,
E05006047,Silverstone,224,261,49,273,16.37931034,,
E05003525,Silverton,183,273,107,277,19.79039653,,
E05001031,Silverwood,1554,2596,1081,1469,15.12190439,,
E05003411,Simmondley,70,469,98,521,21.17929951,,
E05001148,Simonside and Rekendyke,3458,2420,2317,1409,25.67164179,,
E05001782,Sinfin,5886,3512,2140,1942,21.5402982,,
E05005203,Singleton and Greenhalgh,78,287,39,191,23.28646611,,
E05004889,Singleton South,235,458,219,450,25.14971032,,
E05004978,Singlewell,2585,1747,773,985,26.19047619,,
E05006314,Sinnington,118,272,41,242,25.67164179,,
E05005099,Sir Moses Montefiore,807,988,584,745,27.55236235,,
E05002068,Siston,555,720,211,635,26.28328361,,
E05001032,Sitwell,894,2270,809,1550,12.96126095,,
E05005637,Skellingthorpe,157,645,150,474,24.70286757,,
E05005374,Skelmersdale North,926,1064,550,581,11.15241636,,
E05005375,Skelmersdale South,1318,1625,813,933,21.65605096,,
E05001521,Skelton,1077,1573,704,997,25.061301,,
E05003232,Skelton,25,242,33,209,22.46340941,,
E05001763,"Skelton, Rawcliffe and Clifton Without",992,1882,782,1689,17.25888325,,
E05003580,Skerries,142,336,97,355,22.83820614,,
E05005242,Skerton East,1062,1287,970,907,19.48336874,,
E05005243,Skerton West,1862,1512,954,807,22.3605799,,
E05005592,Skidbrooke with Saltfleet Haven,125,553,76,333,11.88811189,,
E05006201,Skipton East,238,594,269,527,12.6787306,,
E05006202,Skipton North,88,466,349,479,18.6351706,,
E05006203,Skipton South,953,886,678,576,23.55561231,,
E05006204,Skipton West,361,805,516,630,12.48695894,,
E05005551,Skirbeck,1481,1680,721,848,24.09972299,,
E05001383,Skircoat,454,1775,1198,1745,11.80555556,,
E05004398,Slade,506,363,226,274,26.34117615,,
E05006001,Slade,564,775,185,669,21.74505827,,
E05002756,Slade Lode,240,506,187,401,27.89398568,,
E05005638,Sleaford Castle,384,427,259,350,15.96377804,,
E05005639,Sleaford Holdingham,651,506,220,422,22.87822878,,
E05005640,Sleaford Navigation,444,677,437,451,24.65373961,,
E05005641,Sleaford Quarrington and Mareham,196,840,257,903,17.28971963,,
E05005642,Sleaford Westholme,592,677,344,437,13.95602375,,
E05008077,Sleekburn,1118,1021,522,629,12.19512195,,
E05007837,Slideslow,138,565,111,553,17.00680272,,
E05007487,Slough,548,1521,579,953,22.46700862,,
E05005244,Slyne-with-Hest,63,692,161,615,16.86573203,,
E05000753,Smallbridge and Firgrove,4541,3058,1949,1524,10.76923077,,
E05001277,Smethwick,3720,4147,2370,1722,17.64705882,,
E05001300,Smith's Wood,5004,3593,2033,1818,19.02818422,,
E05000666,Smithills,2418,2529,1513,1854,13.30647558,,
E05001706,"Snaith, Airmyn, Rawcliffe and Marshland",790,1982,447,1285,19.42059893,,
E05007221,Snape,181,334,61,298,20.21031733,,
E05000513,Snaresbrook,1030,1495,1747,1675,28.69955157,,
E05005828,Snettisham,398,1056,275,664,30.84388806,,
E05008747,Sneyd Green,1052,1450,626,737,19.76969611,,
E05005527,Snibston,321,1146,383,621,19.97390719,,
E05008589,Snitterfield,212,274,49,281,16.65389785,,
E05005123,Snodland East,1572,1017,394,612,17.77108434,,
E05005124,Snodland West,780,1148,313,920,29.53367876,,
E05006509,Soar Valley,127,264,82,246,27.59695898,,
E05002730,Soham North,758,833,197,692,14.92156985,,
E05002731,Soham South,956,1420,378,895,29.78205776,,
E05001205,Soho,8023,7148,5281,3577,16.58031088,,
E05001278,Soho and Victoria,4785,3865,2600,1702,17.64338765,,
E05003138,Solway,152,336,63,210,17.45855788,,
E05005508,Somerby,123,235,45,240,15.71906355,,
E05003299,Somercotes,1623,1721,739,857,17.00434643,,
E05008583,Somersham,451,893,181,769,17.14575555,,
E05002390,Sonning,190,370,95,349,10.69455673,,
E05006591,Sonning Common,463,673,200,643,13.80568194,,
E05004802,Sopwell,1827,1065,650,839,24.29906542,,
E05001723,South,5173,3968,2401,1837,19.04761905,,
E05002208,South,2394,2120,3157,2320,17.44186047,,
E05005552,South,81,562,104,381,20.91789315,,
E05006066,South,153,370,67,295,20.32030673,,
E05007116,South,94,276,52,229,16.35884457,,
E05008555,South,501,1235,494,1149,16.34458641,,
E05000188,South Acton,4652,1914,2945,2010,21.65492965,,
E05005829,South and West Lynn,1135,1276,477,705,16.89189189,,
E05001522,South Bank,2106,2047,1190,883,16.21621622,,
E05000550,South Bermondsey,7312,2395,3471,2140,22.35294118,,
E05008078,South Blyth,27,540,123,532,23.84060897,,
E05007924,South Bredon Hill,264,322,78,296,18.38093193,,
E05003581,South Brent,409,485,170,373,12.15377326,,
E05000551,South Camberwell,4687,1262,2616,1643,26.98837435,,
E05002241,South Chafford,65,453,279,737,12.46925726,,
E05007098,South Cosford,217,376,64,279,19.97555339,,
E05005830,South Downham,124,886,294,470,16.56195954,,
E05001707,South East Holderness,1759,3699,1385,2151,29.27115673,,
E05001457,South Elmsall and South Kirkby,4200,5396,2257,2279,18.18181818,,
E05004453,South Ham,2983,2179,1151,1384,16.87242798,,
E05004112,"South Hanningfield, Stock and Margaretting",418,914,196,728,25.05271111,,
E05001106,South Heaton,1955,1267,2129,1117,20.82954677,,
E05000321,South Hornchurch,2410,3363,1342,1975,18.71345029,,
E05001708,South Hunsley,303,1129,328,1231,21.6978648,,
E05001107,South Jesmond,824,674,1590,1141,18.63891937,,
E05002391,South Lake,48,706,180,671,21.31710884,,
E05000754,South Middleton,909,1896,1019,1371,20.02954848,,
E05003557,South Molton,645,1086,458,740,26.1627907,,
E05003319,South Normanton East,699,1134,395,633,18.78560537,,
E05003320,South Normanton West,518,1426,471,888,17.53926702,,
E05000164,South Norwood,3453,2063,3501,2645,14.04181631,,
E05007345,South Park and Woodhatch,1769,1313,492,933,29.54940907,,
E05006846,South Petherton,692,866,267,770,17.20120727,,
E05002435,South Portslade,1345,1729,1154,1265,25.33333333,,
E05000528,South Richmond,1199,640,1758,1486,17.26907631,,
E05000338,South Ruislip,1174,1801,891,1619,23.71162976,,
E05003657,South Tawton,161,295,59,223,26.26758268,,
E05000529,South Twickenham,409,525,854,1011,16.18013819,,
E05008079,South Tynedale,286,655,176,649,NA,,
E05004079,South Weald,47,302,89,255,12.97935103,,
E05001709,South West Holderness,817,2945,931,2038,12.68581213,,
E05003300,South West Parishes,99,380,76,334,9.565217391,,
E05005536,South Wigston,903,1897,782,1123,12.97935103,,
E05004890,South Willesborough,535,535,283,468,17.23833179,,
E05004113,South Woodham-Chetwood and Collingwood,451,962,332,986,18.24436337,,
E05004114,South Woodham-Elmwood and Woodville,187,1163,332,1083,21.68141593,,
E05005831,South Wootton,139,771,126,578,18.25273478,,
E05001206,South Yardley,5302,7471,4175,3821,19.84317253,,
E05000189,Southall Broadway,1763,2519,1444,1276,10.80168375,,
E05000190,Southall Green,1859,2678,1614,1508,27.47748102,,
E05007530,Southam,987,1207,407,935,27.27075187,,
E05005147,Southborough and High Brooms,1676,1240,628,968,20.13422819,,
E05005148,Southborough North,498,622,364,537,24.95709283,,
E05007625,Southbourne,733,1193,440,969,11.16124958,,
E05000207,Southbury,3426,2677,1910,1877,16.81957187,,
E05002223,Southchurch,1938,2210,1038,1298,17.44599908,,
E05001683,Southcoates East,4259,2698,1658,1080,9.530067957,,
E05001684,Southcoates West,436,2035,1340,1194,13.47962382,,
E05002331,Southcote,2311,1834,1009,1201,14.30129187,,
E05002619,Southcourt,2584,1573,737,842,12.71380152,,
E05001964,Southdown,1283,1144,607,758,15.64824353,,
E05001061,Southey,8425,6010,3365,2745,23.97660819,,
E05000191,Southfield,1236,1004,2065,1654,8.24742268,,
E05005265,Southfield,736,1602,1022,801,16.95668908,,
E05000624,Southfields,2302,1337,2748,1904,16.55019076,,
E05000208,Southgate,1079,1883,1542,1963,26.46364737,,
E05007189,Southgate,447,784,313,686,16.8938976,,
E05007642,Southgate,1849,1538,1051,1227,18,,
E05000209,Southgate Green,1455,1839,1349,1671,18.27956989,,
E05007573,Southlands,1346,1039,478,584,24.06908067,,
E05002000,Southmead,4251,2924,1527,1583,17.68947936,,
E05004202,Southminster,476,902,216,590,17.11229947,,
E05005798,Southtown and Cobholm,995,1331,872,818,14.76968796,,
E05002001,Southville,1876,1807,2074,1761,15.55383334,,
E05007665,Southwater,761,1016,257,1122,16.84933809,,
E05002095,Southway,2809,2808,1224,1867,14.89825907,,
E05006483,Southwell East,114,291,121,301,NA,,
E05006484,Southwell North,205,381,181,386,10.84337349,,
E05006485,Southwell West,258,275,152,335,21.48638399,,
E05001172,Southwick,3922,3325,2449,1496,20.75471698,,
E05008395,Southwick,235,664,141,590,17.76449762,,
E05007574,Southwick Green,422,827,444,665,8.354984442,,
E05007245,Southwold and Reydon,508,786,386,643,18.23899371,,
E05003927,Sovereign,896,2058,864,1919,14.13212992,,
E05006227,Sowerby,406,852,280,576,20.69308124,,
E05001384,Sowerby Bridge,1586,2360,1683,1738,15.81769437,,
E05005653,Spalding Castle,213,566,300,382,14.28571429,,
E05005654,Spalding Monks House,356,1190,314,773,14.21988548,,
E05005655,Spalding St John's,434,1386,522,972,22.26881286,,
E05005656,Spalding St Mary's,703,1229,428,712,21.92222677,,
E05005657,Spalding St Paul's,1323,1489,609,805,17.64705882,,
E05005658,Spalding Wygate,284,962,252,678,23.31298889,,
E05001207,Sparkbrook,8616,8272,4463,3063,23.45184472,,
E05004671,Sparsholt,176,153,44,177,24.42455366,,
E05002310,Speen,1125,935,343,755,16.24936695,,
E05000909,Speke-Garston,9328,6144,4654,2782,11.59023469,,
E05005149,Speldhurst and Bidborough,283,587,182,650,15.74464368,,
E05005832,Spellowfields,560,1183,220,641,11.65048544,,
E05008849,Spencer,1940,1504,823,782,20.89986102,,
E05008007,Spennymoor and Middlestone,1547,2261,1112,1248,18.37606838,,
E05005593,Spilsby,454,770,336,480,22.35294118,,
E05001801,Spinney Hills,7973,7150,3320,2472,17.78846154,,
E05007072,Spital,1218,1661,716,1016,16.55325238,,
E05000587,Spitalfields and Banglatown,3478,1530,2873,1406,18.02958004,,
E05005776,Spixworth with St Faiths,343,1133,229,804,18.36713569,,
E05006267,Spofforth with Lower Wharfedale,222,344,89,373,17.64705882,,
E05001783,Spondon,1370,2441,1062,1757,19.05551087,,
E05000755,Spotland and Falinge,2360,2660,1318,1336,19.49685535,,
E05005958,Spratton,146,257,67,219,20.93379744,,
E05005221,Spring Hill,1038,1524,861,635,18.18181818,,
E05008850,Spring Park,150,938,218,640,16.8627451,,
