GEO_CODE,GEO_LABEL,socialrented,Noqualifications ,Car_or_van,Deprivation_classification_of_household,%obese,,
E05005491,"Markfield, Stanton and Fieldhead",329,1278,363,823,15.35947712,,
E05000606,Markhouse,3042,2175,2358,1694,21.06317436,,
E05004132,Marks Tey,130,408,85,314,27.06808671,,
E05000296,Marlborough,1325,1666,1476,1557,22.63681079,,
E05008371,Marlborough East,1136,780,388,574,17.13994672,,
E05008372,Marlborough West,413,492,255,507,15.60693642,,
E05007833,Marlbrook,348,747,219,573,8.675799087,,
E05003576,Marldon,81,358,89,325,24.37767171,,
E05002690,Marlow North and West,874,1134,482,1062,10.75268817,,
E05002691,Marlow South East,683,681,298,672,17.96407186,,
E05003709,Marnhull,248,369,101,334,19.85111663,,
E05000794,Marple North,505,1498,590,1504,14.94845361,,
E05000795,Marple South,897,1970,845,1677,21.69312169,,
E05005262,Marsden,671,799,424,544,10.97560976,,
E05003130,Marsh,34,308,48,218,23.54880454,,
E05002613,Marsh Gibbon,326,402,57,336,16.66666667,,
E05001631,Marsh House,517,1322,653,866,22.21100534,,
E05004795,Marshalswick North,612,693,305,786,20.45929019,,
E05004796,Marshalswick South,468,495,277,691,27.22894722,,
E05003975,Marsham,174,882,179,723,11.70960187,,
E05005578,Marshchapel,160,476,82,343,26.92226005,,
E05005772,Marshes,374,633,114,464,11.76470588,,
E05004914,Marshside,391,557,144,406,7.182320442,,
E05003760,Marshwood Vale,130,268,59,275,11.11952143,,
E05006559,Marston,602,893,590,769,24.11647461,,
E05006253,Marston Moor,189,351,80,357,18.06507405,,
E05004810,Martins Wood,1711,1055,545,894,21.72054108,,
E05001813,Martinsthorpe,76,167,37,143,21.00851382,,
E05007210,Martlesham,127,788,246,732,23.27150084,,
E05007856,Martley,207,258,58,244,27.80926815,,
E05006840,Martock,760,1059,309,817,19.70149254,,
E05001495,Marton,93,714,281,609,28.45849802,,
E05001654,Marton,106,1326,649,983,17.38833666,,
E05001496,Marton West,167,729,192,652,19.11833021,,
E05003553,Marwood,53,291,40,253,22.30046948,,
E05003648,Mary Tavy,85,275,46,225,21.34831461,,
E05000641,Marylebone High Street,1104,549,3492,1967,22.90256395,,
E05007569,Mash Barn,947,988,412,658,21.47449365,,
E05006254,Mashamshire,203,429,110,358,13.38427014,,
E05003359,Masson,281,579,211,445,10.79545455,,
E05007877,Matchborough,1173,1178,382,795,20.39387981,,
E05003360,Matlock All Saints,407,808,445,740,16.11111111,,
E05003361,Matlock St Giles,1266,1124,510,754,8.465891154,,
E05004371,Matson and Robinswood,3533,2623,1477,1466,12.95755789,,
E05008874,Maun Valley,142,510,183,366,14.27870282,,
E05000316,Mawneys,1320,3082,1112,1907,10.21505376,,
E05004951,"Maxton, Elms Vale and Priory",422,1423,933,1098,15.4598683,,
E05006977,May Bank,462,1080,568,885,15.94827586,,
E05007449,Maybury and Sheerwater,2553,2086,972,1268,15.08633552,,
E05000036,Mayesbrook,3707,2419,1529,1349,14.72392638,,
E05000508,Mayfield,869,2123,1008,1544,17.85714286,,
E05004009,Mayfield,103,295,114,355,14.90940173,,
E05004621,Mayfield,2261,1306,523,863,26.17413085,,
E05006329,Mayfield,733,1134,542,682,23.16941756,,
E05007450,Mayford and Sutton Green,27,208,51,300,15.18033492,,
E05004200,Mayland,143,851,118,600,24.41177069,,
E05003937,Maze Hill,392,1167,522,843,30.11695906,,
E05001632,Meadowhead,1195,1415,671,778,19.21824104,,
E05003923,Meads,338,1895,2047,2217,12.5,,
E05007336,Meadvale and St John's,870,737,339,774,16.66666667,,
E05006957,Mease and Tame,318,606,88,470,21.23552124,,
E05005523,Measham,939,1186,321,736,21.7356825,,
E05008875,Meden,574,851,300,369,9.855066337,,
E05005197,Medlar-with-Wesham,479,560,264,412,12.97575642,,
E05000728,Medlock Vale,2616,3024,1704,1619,13.91111534,,
E05005122,Medway,1176,792,498,761,17.87785082,,
E05002750,Medworth,433,859,468,423,20.57600929,,
E05008740,Meir Hay,398,982,234,552,14.20295156,,
E05008741,Meir North,2681,2014,1055,802,12.71929825,,
E05008742,Meir Park,80,811,181,599,13.10344828,,
E05008743,Meir South,2498,1798,821,720,17.25490196,,
E05002810,Melbourn,843,811,287,725,12.4341692,,
E05008815,Melbourne,431,896,351,639,18.94692536,,
E05003771,Melcombe Regis,552,1208,1316,1012,19.1818811,,
E05002811,Meldreth,458,389,113,306,21.33827641,,
E05008373,Melksham Central,914,1122,503,814,15.78947368,,
E05008374,Melksham North,891,902,263,633,28.89534429,,
E05008375,Melksham South,582,929,365,719,17.58761386,,
E05008376,Melksham Without North,321,637,116,575,10,,
E05008377,Melksham Without South,597,666,170,665,20.04162402,,
E05005305,Mellor,113,335,103,353,12.82051282,,
E05006286,Melsonby,95,182,54,176,16.88708063,,
E05006504,Melton,152,370,386,454,23.52941176,,
E05007211,Melton and Ufford,486,671,260,656,24.59401625,,
E05005501,Melton Craven,433,759,447,545,13.30955592,,
E05005502,Melton Dorian,602,955,412,787,13.69863014,,
E05005503,Melton Egerton,865,882,455,558,23.45629351,,
E05005504,Melton Newport,213,924,423,749,26.58639849,,
E05005505,Melton Sysonby,783,912,348,710,27.49140893,,
E05005506,Melton Warwick,557,732,280,489,15.27352882,,
E05001953,Mendip,279,439,71,319,22.70634716,,
E05007146,Mendlesham,245,407,88,329,21.9858156,,
E05008250,Menheniot,460,679,108,560,12.57142857,,
E05008171,Meole,934,774,349,524,14.49275362,,
E05000945,Meols,406,2237,873,1791,10.45296167,,
E05004969,Meopham North,258,605,151,568,14.49275362,,
E05004970,Meopham South and Vigo,48,603,80,537,22.24745877,,
E05007071,Mercian,1049,1651,721,953,16.66666667,,
E05008378,Mere,759,889,267,687,17.16564089,,
E05001293,Meriden,691,1586,419,1432,19.57592188,,
E05004842,Meriden,2489,1559,773,1113,18.17084955,,
E05002141,Merley and Bearwood,462,1417,323,1357,20.63010412,,
E05007296,Merrow,917,814,443,921,17.73914061,,
E05001331,Merry Hill,2076,2497,1265,1658,14.03508772,,
E05001593,Mersey,1452,1493,1071,1116,20.26143791,,
E05005819,Mershe Lande,183,687,112,352,8.745247148,,
E05007337,Merstham,1851,1296,651,979,24.42046518,,
E05000466,Merton Park,306,879,981,1101,7.878787879,,
E05005629,Metheringham,628,1115,293,753,18.96551724,,
E05008251,Mevagissey,180,836,283,738,16.1936599,,
E05001010,Mexborough,3840,4543,2360,2134,19.99515193,,
E05002692,Micklefield,2106,1142,565,793,23.71215766,,
E05001760,Micklegate,1264,1372,2274,1817,25.9947305,,
E05007326,"Mickleham, Westhumble and Pixham",76,193,80,243,24.13793103,,
E05001779,Mickleover,595,1996,903,1906,21.73913043,,
E05005735,Mid Forest,335,488,56,302,27.12190031,,
E05003264,Mid Furness,253,580,153,541,19.19135515,,
E05001701,Mid Holderness,750,2786,524,1892,16.03052576,,
E05007094,Mid Samford,150,567,118,527,29.6098648,,
E05004952,Middle Deal and Sholden,1011,1745,822,1076,16.06425703,,
E05000224,Middle Park and Sutcliffe,4989,2684,1945,1824,21.90198127,,
E05005708,Middle Rasen,170,573,117,408,20.61143182,,
E05003334,Middlecroft and Poolsbrook,2386,1478,764,596,11.47364396,,
E05005349,Middleforth,299,594,296,460,18.06305771,,
E05006287,Middleham,117,243,71,214,14.13043478,,
E05001497,Middlehaven,1210,1216,1384,657,21.23862217,,
E05002409,Middleton,2378,991,582,1722,20.15919317,,
E05006044,Middleton Cheney,304,679,197,499,20,,
E05001433,Middleton Park,10480,7594,4916,3857,12.10466619,,
E05001569,Middleton St George,243,683,203,543,13.51372241,,
E05006288,Middleton Tyas,53,223,52,183,13.29479769,,
E05007592,Middleton-on-Sea,296,1089,426,879,12.87878788,,
E05008640,Middlewich,1243,2220,762,1675,11.04651163,,
E05007617,Midhurst,1084,1023,448,895,14.71571906,,
E05001954,Midsomer Norton North,230,1052,323,781,10.25641026,,
E05001955,Midsomer Norton Redfield,629,1148,337,726,13.1147541,,
E05008816,Midway,1640,1853,588,1021,28.07017544,,
E05006841,Milborne Port,396,465,136,407,16.88311688,,
E05000377,Mildmay,6111,1837,3828,1817,12.5,,
E05005883,Mile Cross,5389,2684,1638,1576,18.29268293,,
E05004133,Mile End,883,1005,730,1230,20.45253258,,
E05000581,Mile End and Globe Town,6740,2404,3551,1921,20.20055933,,
E05000582,Mile End East,7255,2368,2931,1614,27.24871501,,
E05000709,Miles Platting and Newton Heath,7253,4787,3841,2194,14.19862629,,
E05004603,Milford,157,734,281,835,6.720900244,,
E05007028,Milford,111,575,114,482,12.0492422,,
E05007437,Milford,556,576,211,510,11.21076233,,
E05000748,Milkstone and Deeplish,2230,2869,1738,1274,20.32951513,,
E05000057,Mill Hill,2453,2000,1369,2139,18.18181818,,
E05001633,Mill Hill,1263,1563,1307,954,14.50151057,,
E05004953,Mill Hill,1271,1834,788,1041,14.41441441,,
E05002463,Millbrook,3661,3163,1899,2145,16.19978825,,
E05001161,Millfield,941,2368,2218,1549,14.20118343,,
E05005416,Millfield,144,562,224,419,8.426966292,,
E05003198,Millom Without,37,259,40,189,12.98701299,,
E05000583,Millwall,6419,2214,6379,4124,12.75737413,,
E05004643,Millway,583,1135,435,947,10.92637762,,
E05000749,Milnrow and Newhey,906,1810,772,1337,13.73626374,,
E05005214,Milnshaw,726,1249,652,682,13.80097438,,
E05003265,Milnthorpe,332,405,113,318,13.05489313,,
E05002218,Milton,353,2085,2321,1785,15.59777725,,
E05002450,Milton,992,2234,1665,1791,17.85748305,,
E05002812,Milton,259,622,271,551,14.3812709,,
E05003710,Milton,151,316,87,302,11.92307692,,
E05004604,Milton,888,1612,829,1201,21.29380054,,
E05003649,Milton Ford,37,234,26,241,11.26126126,,
E05005067,Milton Regis,1201,1254,492,697,24.14169288,,
E05006643,Milton-under-Wychwood,174,323,74,281,21.07739257,,
E05007552,Milverton,745,951,852,1243,15.96695335,,
E05006863,Milverton and North Deane,243,290,97,287,12.29946524,,
E05007029,Milwich,115,353,38,244,24.11818335,,
E05004392,Minchinhampton,544,663,241,615,21.82320442,,
E05003496,Mincinglake,1537,1162,581,803,10.22222222,,
E05007181,Minden,965,1008,452,684,13.82714767,,
E05008923,Minehead Central,467,989,475,666,17.84037559,,
E05008924,Minehead North,68,542,330,398,8,,
E05008925,Minehead South,421,703,256,504,14.45715472,,
E05008379,Minety,381,549,101,534,21.76837343,,
E05002326,Minster,2007,1423,1341,1496,14.22604123,,
E05005615,Minster,2147,1702,1032,1086,20.46252457,,
E05001702,Minster and Woodmansey,2437,2828,1462,2137,17.05069124,,
E05005068,Minster Cliffs,629,1947,454,1092,21.52817662,,
E05003199,Mirehouse,1417,1378,643,579,20.96219931,,
E05001409,Mirfield,1755,3721,1696,2755,17.20270973,,
E05005473,Misterton,151,312,58,289,22.07340749,,
E05006389,Misterton,237,477,104,323,20.56338028,,
E05004354,Mitcheldean and Drybrook,596,968,256,606,23.05914343,,
E05007937,Mitton,592,1623,602,1132,27.3234832,,
E05008641,Mobberley,186,868,150,593,20.06079027,,
E05005524,Moira,814,1170,279,657,16.05504587,,
E05007259,Molesey East,91,408,355,737,19.71830986,,
E05007260,Molesey North,466,787,281,801,13.58024691,,
E05007261,Molesey South,1043,1265,529,930,12.26993865,,
E05000946,Molyneux,598,2685,867,1742,12.02346041,,
E05000986,Monk Bretton,3229,3553,1457,1482,24.63102182,,
E05006351,Monk Fryston and South Milford,280,477,145,465,26.27557739,,
E05000509,Monkhams,333,1299,644,1336,20.84875518,,
E05003627,Monkleigh and Littleham,56,239,37,187,23.83193561,,
E05008173,Monkmoor,1339,1156,516,646,15.38461538,,
E05001124,Monkseaton North,377,854,569,1048,30.47285464,,
E05001125,Monkseaton South,1175,1628,1142,1311,18.72228723,,
E05001146,Monkton,2181,1862,1381,1198,17.38404799,,
E05006864,Monument,103,360,47,288,15.21101495,,
E05003335,Moor,1053,1164,648,668,13.63636364,,
E05006779,Moor,142,458,70,341,12.01716738,,
E05005281,Moor Park,615,966,919,730,14.35897436,,
E05004831,Moor Park & Eastbury,41,399,70,465,14.60674157,,
E05002086,Moor View,2310,2781,1018,1769,14.17102558,,
E05003131,Moorclose,2169,1469,796,747,17.73673649,,
E05008744,Moorcroft,1004,1535,760,714,33.33333333,,
E05002121,Moordown,454,1380,672,1270,10.47262012,,
E05003608,Moorland,221,400,110,402,21.24913605,,
E05005616,Moorland,2577,1883,1046,1105,12.86764706,,
E05000675,Moorside,2589,2776,1880,1631,NA,,
E05005368,Moorside,1031,1021,643,548,15.93406593,,
E05001434,Moortown,2558,3220,2078,2805,13.08016878,,
E05002157,Moredon,2280,2159,1010,1373,12.72727273,,
E05004372,Moreland,1415,2043,1160,1313,26.11204739,,
E05003200,Moresby,172,236,64,148,18.18181818,,
E05004168,Moreton and Fyfield,193,401,47,315,18.27159071,,
E05007182,Moreton Hall,469,648,188,890,25,,
E05000966,Moreton West and Saughall Massie,1157,2973,1243,1964,19.56521739,,
E05004327,Moreton-in-Marsh,618,709,309,628,21.60797508,,
E05005683,Morkery,328,403,100,357,22.78911565,,
E05003222,Morland,44,186,29,156,17.77467798,,
E05001435,Morley North,2161,4487,1953,3119,15.4185022,,
E05001436,Morley South,2822,4437,2825,3150,11.71548117,,
E05008059,Morpeth Kirkhill,656,803,462,696,26.41975309,,
E05008060,Morpeth North,328,847,426,601,34.3630983,,
E05008061,Morpeth Stobhill,663,713,441,621,26.05770161,,
E05001866,Mortimer,226,480,88,470,19.3463797,,
E05002305,Mortimer,823,698,252,675,16.29213483,,
E05000525,Mortlake and Barnes Common,1647,858,1491,1336,13.29495497,,
E05003173,Morton,1252,1903,1066,977,19.35483871,,
E05007857,Morton,175,394,49,283,9.448818898,,
E05006219,Morton-on-Swale,58,253,43,251,20.02958997,,
E05001057,Mosborough,2954,3589,1820,2354,14.36781609,,
E05001196,Moseley and Kings Heath,3379,3693,3705,3196,14.49688322,,
E05000922,Moss Bank,2267,2562,1162,1435,26.95969737,,
E05003132,Moss Bay,2510,1673,936,738,9.777777778,,
E05000710,Moss Side,7895,3218,4120,2350,20.85869159,,
E05005350,Moss Side,697,500,196,411,21.00512284,,
E05000815,Mossley,1400,1919,1121,1438,20.82755762,,
E05000902,Mossley Hill,877,1852,1270,1602,19.10931076,,
E05000711,Moston,2920,3657,2124,1997,16.23962486,,
E05003711,Motcombe and Ham,203,358,83,388,14.53917488,,
E05000121,Mottingham and Chislehurst North,3115,2011,1326,1403,18.32298137,,
E05002427,Moulsecoomb and Bevendean,5982,3182,2224,1982,18.86572659,,
E05004107,Moulsham and Central,555,1166,1160,1343,18.32298137,,
E05004108,Moulsham Lodge,238,850,265,718,10.57544528,,
E05005956,Moulton,322,788,245,552,9.233357478,,
E05005651,"Moulton, Weston and Cowbit",837,1575,230,945,12.40875912,,
E05005396,Mount,886,1199,863,608,12.51206367,,
E05008252,Mount Charles,650,1079,567,711,13.10679612,,
E05008253,Mount Hawke and Portreath,177,666,242,671,21.56133829,,
E05007451,Mount Hermon East,241,475,244,630,10.75268817,,
E05007452,Mount Hermon West,247,491,770,953,17.18625841,,
E05005442,Mountsorrel,894,1108,367,855,15.94202899,,
E05001570,Mowden,89,597,228,571,24.23621588,,
E05004735,Much Hadham,373,540,124,340,25.12562814,,
E05008174,Much Wenlock,460,706,200,550,13.92298761,,
E05003664,Mudeford and Friars Cliff,221,1004,331,954,11.42715536,,
E05005924,Mulbarton,409,783,177,633,13.97849462,,
E05006330,Mulgrave,391,726,261,569,25.66666667,,
E05008254,Mullion,550,816,260,752,13.1147541,,
E05004734,Mundens and Cottered,371,446,71,330,12.23021583,,
E05005857,Mundesley,500,1103,309,742,17.90123457,,
E05000257,Munster,1822,909,2131,1375,25.85618248,,
E05005069,Murston,1227,1308,668,827,11.49425287,,
E05007993,Murton,1681,2219,1237,1069,28.45849802,,
E05006480,Muskham,69,333,54,355,22.75641026,,
E05006505,Musters,114,298,185,421,18.15118836,,
E05000274,Muswell Hill,898,739,1514,1411,29.03679225,,
E05005417,Muxloe,175,729,222,580,14.40677966,,
E05001902,Muxton,773,852,289,765,14.31797727,,
E05007382,Mytchett and Deepcut,455,964,256,878,14.54940809,,
E05001677,Myton,6920,4610,5417,3023,10,,
E05007212,Nacton,157,619,113,623,29.30107527,,
E05008380,Nadder and East Knoyle,536,670,142,652,14.72632659,,
E05002022,Nailsea East,142,665,209,763,7.384615385,,
E05002023,Nailsea North and West,734,1503,675,1376,19.23267182,,
E05004393,Nailsworth,855,959,406,840,18.62689955,,
E05008642,Nantwich North and West,1499,1807,1023,1365,16.7539267,,
E05008643,Nantwich South and Stapeley,371,1140,507,1046,26.44078521,,
E05005736,Nar Valley,390,605,103,366,25.31425447,,
E05005418,Narborough and Littlethorpe,310,815,282,698,23.78359798,,
E05004843,Nascot,391,875,527,967,17.56203102,,
E05004709,Nash Mills,568,443,171,340,24.05482435,,
E05007095,Nayland,196,320,95,266,16.6349233,,
E05001197,Nechells,14187,7283,6981,4386,11.03555729,,
E05005737,Necton,189,542,111,327,19.75963346,,
E05007147,Needham Market,468,944,418,715,19.21545091,,
E05006928,Needwood,245,831,268,765,21.93890398,,
E05002451,Nelson,2742,3107,2295,2067,11.53846154,,
E05005795,Nelson,3235,2697,2066,1323,21.22528042,,
E05005884,Nelson,377,552,1131,1037,19.95339605,,
E05008836,Nene Valley,662,1182,311,1116,27.96852922,,
E05006842,Neroche,232,417,66,376,14.8024241,,
E05006865,Neroche,112,320,60,304,11.70139344,,
E05008686,Neston,1271,881,473,614,13.41128369,,
E05001058,Nether Edge,770,1829,2015,2110,27.57185862,,
E05003761,Netherbury,269,305,81,283,18.97427208,,
E05005094,Nethercourt,201,1091,445,705,NA,,
E05008876,Netherfield,464,819,274,416,26.51902021,,
E05006435,Netherfield and Colwick,947,1390,1069,1070,14.64174455,,
E05003133,Netherhall,373,745,428,447,23.23232323,,
E05004029,Nethermayne,2435,2565,1195,1747,25.74539622,,
E05008687,Netherpool,865,860,423,458,20.74785801,,
E05005215,Netherton,243,1106,626,692,25,,
E05000947,Netherton and Orrell,3057,3207,1845,1665,13.27014218,,
E05001250,"Netherton, Woodside and St Andrews",4051,4375,2013,2044,20.78977495,,
E05004513,Netley Abbey,994,956,428,803,17.28395062,,
E05004185,Netteswell,2772,1729,1168,1201,14.81481481,,
E05005709,Nettleham,197,699,257,667,18.97971026,,
E05008496,Nettlestone and Seaview,72,474,162,480,14.52085321,,
E05006506,Nevile,49,234,43,242,20.25121258,,
E05005474,Nevill,126,264,51,269,26.59150523,,
E05007994,Neville's Cross,284,524,784,971,20.93023256,,
E05000157,New Addington,4558,2788,1418,1393,21.8081165,,
E05007505,New Bilton,1374,1295,854,1139,24.91982645,,
E05000967,New Brighton,792,2651,2115,2264,21.85058181,,
E05005899,New Costessey,252,1377,356,811,14.50381679,,
E05000449,New Cross,6235,2250,4072,2473,15.5,,
E05008837,New Duston,344,1663,462,1393,20.75471698,,
E05007358,New Haw,494,894,202,772,14.58333333,,
E05005351,New Longton and Hutton East,136,614,172,604,14.58333333,,
E05003405,New Mills East,988,934,453,559,14.52991453,,
E05003406,New Mills West,50,517,316,535,14.58333333,,
E05006256,New Park,397,827,536,785,14.52991453,,
E05001799,New Parks,8147,5122,2960,2378,NA,,
E05000244,New River,4780,2586,2915,1653,12.98701299,,
E05005050,New Romney Coast,30,908,139,541,17.64705882,,
E05005051,New Romney Town,535,824,306,524,26.86567164,,
E05004134,New Town,1486,1375,1561,1371,13.39854108,,
E05003151,Newbarns,493,980,461,669,26.88172043,,
E05008062,Newbiggin Central and East,995,1371,775,670,24.00889931,,
E05007506,Newbold,2068,1530,1142,1107,11.11111111,,
E05005492,Newbold Verdon with Desford and Peckleton,866,1673,393,1061,16.16541353,,
E05002178,Newborough,232,535,83,373,27.54716981,,
E05001956,Newbridge,632,685,637,753,17.6681867,,
E05003476,Newbridges,211,437,94,379,15.19088581,,
E05008547,Newbrooke,143,259,62,206,9.378449348,,
E05005381,Newburgh,40,280,51,243,21.67430999,,
E05001101,Newburn,2646,2315,1415,1325,21.21766122,,
E05000510,Newbury,1508,2177,1445,1874,17.40412979,,
E05006255,Newby,220,497,107,422,17.40412979,,
E05006331,Newby,514,1113,477,913,17.40412979,,
E05006978,Newchapel,123,780,168,455,29.3166632,,
E05001516,Newcomen,1198,1079,693,631,13.91941392,,
E05004355,Newent Central,611,764,342,566,11.83673469,,
E05008877,Newgate,667,870,623,437,19.06354515,,
E05008817,Newhall and Stanton,1145,2061,747,1164,23.48338245,,
E05003953,Newhaven Denton and Meeching,992,1717,799,1185,18.36734694,,
E05003954,Newhaven Valley,541,800,529,590,21.12549589,,
E05003955,Newick,231,308,70,316,20.47189137,,
E05000544,Newington,7569,2269,4254,2349,15.93828377,,
E05001678,Newington,2040,3086,2180,1565,9.438462094,,
E05005095,Newington,1959,1382,782,641,20.46738756,,
E05001679,Newland,1120,1896,2570,1751,13.79310345,,
