Zone Code,Zone Name,people,households,rent,%rent
11UCGM,"Ashley Green, Latimer and Chenies",2183,57,857,39.25790197
17UJGD,Ashover,1796,42,734,40.86859688
26UCGK,Ashridge,2650,92,1041,39.28301887
26UJFY,Ashridge,3675,22,1454,39.56462585
43UEGA,Ashtead Common,4040,70,1598,39.55445545
43UEGB,Ashtead Park,3796,109,1557,41.01685985
43UEGC,Ashtead Village,5658,125,2280,40.29692471
30UFGA,Ashton,4415,79,2122,48.06342016
30UKFW,Ashton,4430,47,1827,41.24153499
00BTFA,Ashton Hurst,11994,123,4701,39.1945973
46UCGW,Ashton Keynes and Minety,4752,127,1805,37.98400673
00BTFB,Ashton St. Michael's,11050,58,4733,42.83257919
00BTFC,Ashton St. Peters',9657,58,4455,46.13233924
00BTFD,Ashton Waterloo,10825,69,4576,42.27251732
00BWFB,Ashton-Golborne,13961,90,5577,39.9469952
30UPGD,Ashurst,6732,48,2521,37.44800951
45UGGJ,Ashurst Wood,2784,49,1059,38.0387931
24UJGL,"Ashurst, Copythorne South and Netley Marsh",5535,81,2228,40.25293586
40UBGK,Ashwick and Ston Easton,2285,46,877,38.38074398
00CEFC,Askern,11042,74,4428,40.1014309
00ANGB,Askew,11886,45,5488,46.17196702
16UFGJ,Askham,1326,22,562,42.38310709
16UBGN,Aspatria,3266,24,1408,43.11083895
00FYNF,Aspley,15689,33,6264,39.92606285
09UCGK,Aspley Guise,2402,41,988,41.13238968
00BWFC,Aspull-Standish,14716,185,6009,40.83310682
13UCFY,Astbury,1774,39,697,39.2897407
33UFGP,Astley,2103,42,875,41.60722777
30UEGA,Astley and Buckshaw,3583,66,1478,41.25034887
00BLFA,Astley Bridge,13979,127,5869,41.98440518
00CNFB,Aston,26972,88,10354,38.38795788
17UKFW,Aston,6120,83,2492,40.71895425
44UEGP,Aston Cantlow,1930,23,818,42.38341969
11UBGR,Aston Clinton,9144,180,3571,39.05293088
38UDGK,Aston Rowant,2380,51,956,40.16806723
00CFFB,"Aston, Orgreave and Ulley",14904,117,5995,40.22410091
34UGGK,Astwell,2012,52,789,39.21471173
47UDFN,Astwood Bank and Feckenham,5301,93,2190,41.31295982
00CCFB,Athersley,8238,13,3360,40.78659869
44UBFX,Atherstone Central,3448,7,1582,45.88167053
44UBFY,Atherstone North,3585,21,1412,39.38633194
44UBFZ,Atherstone South and Mancetter,3754,37,1546,41.18273841
00BWFD,Atherton,10998,34,4846,44.06255683
37UDFY,Attenborough,2283,23,1004,43.97722295
44UCFT,Attleborough,7564,38,3206,42.38498149
46UFGF,Atworth and Whitley,2596,49,1033,39.79198767
00BTFE,Audenshaw,12790,56,5260,41.12587959
13UDGF,Audlem,3603,75,1489,41.32667222
00EXMZ,Audley,8504,67,2989,35.14816557
41UEGA,Audley and Bignall End,5770,34,2464,42.70363951
30UPGE,Aughton and Downholland,5644,119,2245,39.77675408
30UPGF,Aughton Park,3907,77,1486,38.03429741
43UCFP,Auriol,3687,58,1472,39.9240575
11UCGN,Austenwood,2197,89,748,34.04642695
40UBGL,Avalon,2405,62,934,38.83575884
32UGGN,Aveland,2097,30,803,38.29279924
00KGMX,Aveley and Uplands,8381,19,3616,43.1452094
23UCGM,Avening,1865,43,766,41.07238606
00FAMX,Avenue,12307,104,5515,44.81189567
40UFFY,Aville Vale,1159,26,514,44.34857636
18UGGN,Avon and Harbourne,2148,48,865,40.27001862
44UDGA,Avon and Swift,2555,35,1080,42.27005871
34UEGA,Avondale,4220,11,1836,43.507109
00ANGC,Avonmore and Brook Green,11522,97,5451,47.30949488
00HBNN,Avonmouth,12177,46,5162,42.39139361
23UDGG,Awre,1644,20,650,39.5377129
37UDFZ,Awsworth,2266,13,914,40.33539276
40UCGJ,Axbridge,2025,27,821,40.54320988
40UCGK,Axe Vale,2035,50,778,38.23095823
00FDMS,Axholme Central,6605,107,2780,42.08932627
00FDMT,Axholme North,7227,66,2978,41.20658641
00FDMU,Axholme South,6709,115,2734,40.75122969
18UBGN,Axminster Rural,2186,23,965,44.14455627
18UBGP,Axminster Town,3917,25,1837,46.89813633
11UBGS,Aylesbury Central,2720,37,1301,47.83088235
29UPHJ,Aylesford,4548,41,1796,39.48988566
29UBGZ,Aylesford Green,2721,7,1135,41.71260566
29UEGJ,Aylesham,4731,22,1827,38.61762841
00FNNG,Aylestone,10801,51,4764,44.10702713
00GANY,Aylestone,6117,79,2599,42.48814778
33UCGP,Aylsham,6765,73,2976,43.99113082
00ECND,Ayresome,6661,26,2660,39.93394385
00CQFA,Bablake,15041,106,6342,42.16474968
00GANZ,Backbury,2940,62,1217,41.39455782
00HCNP,Backwell,5455,113,2189,40.12832264
42UEGM,Bacton and Old Newton,2294,27,920,40.10462075
34UCGF,Badby,1977,48,799,40.41476985
44UBGA,Baddesley and Grendon,3951,23,1600,40.49607694
23UGGF,Badgeworth,2205,25,928,42.0861678
47UFGP,Badsey,2657,35,1054,39.6687994
42UEGN,Badwell Ash,2487,56,972,39.08323281
00MRMP,Baffins,13850,50,5571,40.22382671
39UEFZ,Bagley,4621,36,1933,41.83077256
41UHGG,Bagnall and Stanley,1481,24,595,40.17555706
41UCGE,Bagots,2468,58,985,39.910859
43UJFS,Bagshot,5365,59,2306,42.98229264
00BNFB,Baguley,11402,32,4985,43.72039993
00CXFA,Baildon,15569,204,6624,42.54608517
21UDFT,Baird,5243,32,2100,40.05340454
17UFGE,Bakewell,4801,99,2088,43.49093939
00CEFD,Balby,14280,77,5803,40.6372549
00BQFA,Balderstone,9699,50,4201,43.31374368
37UGGH,Balderton North,5437,42,2320,42.6705904
37UGGJ,Balderton West,4639,40,1912,41.21577926
26UFGD,Baldock East,2435,17,1002,41.14989733
26UFGE,Baldock Town,7431,74,3205,43.13013053
47UCHR,Baldwin,1857,41,777,41.84168013
00BJFZ,Balham,12840,181,5671,44.16666667
11UCGP,"Ballinger, South Heath and Chartridge",2204,67,865,39.24682396
12UGGW,Balsham,4465,126,1756,39.3281075
30UNFZ,Bamber Bridge East,4431,22,1738,39.22365155
30UNGA,Bamber Bridge North,3943,17,1588,40.27390312
30UNGB,Bamber Bridge West,3752,21,1702,45.36247335
35UCFS,Bamburgh,788,16,373,47.33502538
38UFGN,Bampton and Clanfield,3634,89,1505,41.41441937
38UBGL,Banbury Calthorpe,5382,86,2192,40.72835377
38UBGM,Banbury Easington,7598,73,3169,41.7083443
38UBGN,Banbury Grimsbury and Castle,8892,45,4239,47.67206478
38UBGP,Banbury Hardwick,5977,29,2453,41.04065585
38UBGQ,Banbury Neithrop,5531,20,2278,41.18604231
38UBGR,Banbury Ruscote,8422,28,3161,37.53265258
26UHFQ,Bandley Hill,6820,42,2720,39.88269795
30UDGQ,Bank Hall,5884,44,2604,44.25560843
00EHNC,Bank Top,3754,17,1739,46.32392115
43UFFU,Banstead Village,8510,113,3177,37.33254994
00HCNQ,Banwell and Winscombe,8691,140,3675,42.28512254
12UGGX,Bar Hill,5177,95,2160,41.7230056
44UCFU,Bar Pool,7451,23,3088,41.44410146
34UCGG,Barby and Kilsby,4104,68,1340,32.65107212
21UFGG,Barcombe and Hamsey,1976,37,799,40.43522267
36UBGC,Barden Fell,1695,38,648,38.2300885
32UHGD,Bardney,1814,25,781,43.05402426
31UHGD,Bardon,2225,5,870,39.1011236
44UEGQ,Bardon,1796,40,777,43.26280624
42UFGM,Bardwell,2376,46,971,40.86700337
30UHGG,Bare,4058,43,1901,46.84573682
00MSMR,Bargate,11833,44,4772,40.32789656
29UCGC,Barham Downs,2551,62,1024,40.14112113
00MFNC,Barkham,4175,73,1208,28.93413174
42UEGP,Barking and Somersham,2126,32,833,39.18156162
00BCFZ,Barkingside,11303,161,4136,36.59205521
41UGGH,Barlaston and Oulton,3906,57,1661,42.52432156
17UCGB,Barlborough,3018,26,1254,41.55069583
36UHGP,Barlby,3852,21,1600,41.53686397
31UEFW,"Barlestone, Nailstone and Osbaston",3258,29,1290,39.59484346
22ULGB,Barling and Sutton,1784,15,686,38.4529148
17UJGE,Barlow and Holmesfield,1898,30,823,43.36143309
00BNFC,Barlow Moor,12895,63,5867,45.49825514
29UHGG,Barming,2233,31,953,42.67801164
17UHGC,Barms,1925,9,874,45.4025974
00JANB,Barnack,2613,65,1091,41.75277459
20UHFW,Barnard Castle East,1714,11,788,45.97432905
20UHFX,Barnard Castle North,1499,8,619,41.29419613
20UHFY,Barnard Castle West,2189,35,973,44.44952033
24UHFQ,Barncroft,6073,17,2254,37.11509962
00ADGA,Barnehurst,10277,69,4211,40.9749927
00BDFW,Barnes,9823,266,4137,42.11544335
00KAMS,Barnfield,7032,114,2616,37.20136519
30UGFU,Barnfield,4542,48,1900,41.83179216
45UCGJ,Barnham,8091,124,3233,39.957978
00AEGK,Barnhill,13188,196,4926,37.35213831
00ASGG,Barnhill,11728,103,4151,35.39392906
42UFGN,Barningham,2541,31,1027,40.4171586
20UHFZ,Barningham and Ovington,614,16,251,40.87947883
00AUFX,Barnsbury,10274,87,4887,47.56667316
22UQGK,Barnston and High Easter,1507,31,578,38.35434638
13UHGP,Barnton,5527,48,2280,41.25203546
34UDFX,Barnwell,1952,40,766,39.24180328
23UEFS,Barnwood,9115,92,3435,37.68513439
13UDGG,Barony Weaver,5298,30,2509,47.35749339
13UBGE,Barrow,1923,38,773,40.1976079
42UFGP,Barrow,2069,46,845,40.84098598
31UCGH,Barrow and Sileby West,5627,58,2331,41.42527101
17UDFX,Barrow Hill and New Whittington,5774,30,2560,44.33668168
16UCFP,Barrow Island,2606,7,1326,50.88257866
32UGGP,Barrowby,1996,33,793,39.72945892
30UJFW,Barrowford,4979,79,2149,43.16127736
00CNFC,Bartley Green,21793,103,9613,44.1104942
00BRFA,Barton,10434,24,4904,47.00019168
00FDMW,Barton,9485,93,3997,42.1402214
12UGGY,Barton,2330,65,1033,44.33476395
24UJGM,Barton,5056,50,2472,48.89240506
29UCGD,Barton,9475,120,3562,37.59366755
34UEGB,Barton,4185,27,1753,41.88769415
36UEGE,Barton,1272,23,530,41.66666667
38UCFT,Barton and Sandhills,5881,22,2354,40.02720626
23UEFT,Barton and Tredworth,10327,58,4225,40.91217198
09UEGD,Barton-le-Clay,4793,36,1918,40.01669101
31UEFX,Barwell,8781,63,3582,40.79262043
00DAFC,Barwick and Kippax,23504,212,9647,41.0440776
39UCGD,Baschurch,1475,31,576,39.05084746
00FYNG,Basford,15113,51,6600,43.67101171
24UJGN,Bashley,2740,31,1171,42.73722628
00MBNK,Basildon,2841,103,1087,38.26117564
24UBHP,Basing,8191,161,3276,39.99511659
12UDGC,Bassenhally,1600,11,682,42.625
00MSMS,Bassett,13139,146,5114,38.92229241
12UGGZ,Bassingbourn,5403,78,1795,33.22228392
32UEGJ,Bassingham,2598,42,1021,39.29946112
00EXNA,Bastwell,7390,101,1967,26.61705007
41UGGJ,Baswich,3802,55,1611,42.37243556
47UDFP,Batchley,6263,20,2724,43.49353345
26UGFY,Batchwood,6728,67,2566,38.1391201
00HANQ,Bathavon North,7074,130,3083,43.58213175
00HANR,Bathavon South,2976,71,1155,38.81048387
00HANS,Bathavon West,2503,45,830,33.16020775
00HANT,Bathwick,4087,63,1174,28.72522633
00CZFB,Batley East,18805,126,6639,35.30444031
00CZFC,Batley West,18910,83,7229,38.22845056
47UEFP,Battenhall,5216,79,2169,41.58358896
24UHFR,Battins,6594,18,2737,41.507431
00MCMS,Battle,9231,56,4045,43.81973784
00CKFA,Battle Hill,11780,58,4983,42.30050934
21UGGD,Battle Town,4780,74,2124,44.43514644
23UBFR,Battledown,4595,110,1955,42.54624592
39UEGA,Battlefield and Heathgates,4754,34,1870,39.33529659
24UBHQ,Baughurst,2473,70,955,38.61706429
30UGFW,Baxenden,4304,57,1696,39.40520446
00MDMQ,Baylis and Stoke,10334,95,3134,30.32707567
39UEGB,Bayston Hill,5247,93,2103,40.08004574
00BKGB,Bayswater,8145,116,4537,55.70288521
45UCGK,Beach,4802,67,2100,43.73177843
37UGGK,Beacon,4539,38,2025,44.61335096
40UBGM,Beacon,2624,50,1012,38.56707317
47UBFZ,Beacon,2145,24,835,38.92773893
00CLFB,Beacon and Bents,7591,37,3210,42.28691872
29UNGE,Beacon Road,4468,33,1799,40.26410027
23UCGN,Beacon-Stow,3470,54,1570,45.24495677
11UEFX,Beaconsfield North,4546,175,1794,39.46326441
11UEFY,Beaconsfield South,3132,54,1301,41.53895275
11UEFZ,Beaconsfield West,3001,64,1176,39.18693769
35UCFT,Beadnell,810,7,397,49.01234568
19UHGR,Beaminster,3919,41,1819,46.41490176
29UDGA,Bean and Darenth,5672,30,2121,37.39421721
00EXNB,Beardwood with Lammack,5485,133,2060,37.55697356
43UEGD,Beare Green,1863,31,859,46.10842727
20UEGB,Bearpark and Witton Gilbert,4456,36,1970,44.21005386
29UHGH,Bearsted,8010,120,3261,40.71161049
00CGFA,Beauchief,18410,164,8047,43.70994025
22UNGN,Beaumont and Thorpe,2399,32,955,39.80825344
00FNNH,Beaumont Leys,13838,96,5616,40.58389941
29UBHA,Beaver,5666,6,2300,40.59301094
00CBFA,Bebington,13720,163,5601,40.82361516
42UHFY,Beccles North,4650,49,2237,48.10752688
42UHFZ,Beccles South,5096,31,2112,41.44427002
33UHGW,Beck Vale,2186,30,931,42.58920403
16UEGE,Beckermet,2740,42,1138,41.53284672
00ECNE,Beckfield,4919,17,2402,48.83106322
37UCGE,Beckingham,2159,32,921,42.65863826
40UBGN,Beckington and Rode,2310,69,986,42.68398268
00BBGB,Beckton,13112,64,5117,39.02532032
00ABFZ,Becontree,11450,29,4298,37.5371179
24UJGP,Becton,4751,53,2062,43.40138918
36UCGM,Bedale,4438,44,1852,41.73050924
00BFGC,Beddington North,9941,94,3989,40.12674781
00BFGD,Beddington South,10423,145,4118,39.50877866
00CHFA,Bede,7122,12,3654,51.30581297
00CLFC,Bede,7052,16,3168,44.92342598
44UCFW,Bede,6760,40,2886,42.69230769
00ATFY,Bedfont,10104,58,4171,41.28068092
00BJGA,Bedford,13017,145,6041,46.40854267
00BWFE,Bedford-Astley,10518,67,4496,42.74576916
11UBGT,Bedgrove,9171,165,3518,38.36004798
24UHFS,Bedhampton,8597,66,3591,41.77038502
35UGFS,Bedlington Central,4325,35,1802,41.66473988
35UGFT,Bedlington East,4462,14,1992,44.64365755
35UGFU,Bedlington West,5360,36,2208,41.19402985
00HBNP,Bedminster,10758,37,4852,45.10131995
26UJFZ,Bedmond & Primrose Hill,3243,25,1395,43.01572618
47UEFQ,Bedwardine,7875,100,3144,39.92380952
26UHFR,Bedwell,6544,20,2960,45.23227384
46UBGL,Bedwyn,1793,32,761,42.44283324
00BWFF,Beech Hill,11485,52,4650,40.48759251
00ECNF,Beechwood,5458,16,2208,40.45437889
00ETMZ,Beechwood,3984,62,1543,38.72991968
18UBGQ,Beer and Branscombe,1908,25,830,43.50104822
00DAFD,Beeston,16454,41,7053,42.86495685
37UDGA,Beeston Central,4752,25,2200,46.2962963
37UDGB,Beeston North,5915,56,2443,41.30177515
37UDGC,Beeston Rylands,5376,29,2391,44.47544643
37UDGD,Beeston West,4966,58,2224,44.78453484
16UDGA,Belah,5986,75,2515,42.01470097
00KFMP,Belfairs,8944,67,4108,45.93023256
35UCFU,Belford,1055,16,480,45.49763033
00FNNJ,Belgrave,10297,155,3658,35.52491017
41UKFM,Belgrave,7546,40,2703,35.82030215
00KGMY,Belhus,8702,22,3683,42.32360377
00CRFB,Belle Vale and Hasbury,11728,65,5163,44.0228513
16UDGB,Belle Vue,5625,23,2333,41.47555556
39UEGC,Belle Vue,4430,73,2091,47.20090293
00AZGD,Bellingham,13642,59,5820,42.66236622
35UFGM,Bellingham,1227,15,525,42.78728606
00AQFY,Belmont,9506,172,3370,35.45129392
00BFGE,Belmont,9790,165,4343,44.36159346
00GAPA,Belmont,9464,48,3990,42.15976331
00MENA,Belmont,7541,108,3161,41.91751757
20UEGC,Belmont,3665,94,1449,39.5361528
32UGGQ,Belmont,4344,49,1743,40.12430939
17UBGE,Belper Central,4949,49,2216,44.77672257
17UBGF,Belper East,6027,41,2384,39.55533433
17UBGG,Belper North,4729,51,2077,43.92049059
17UBGH,Belper South,4843,40,2113,43.62998142
00AGGD,Belsize,11653,125,6151,52.78469064
00ADGB,Belvedere,10839,58,4629,42.70689178
00MWPD,Bembridge North,1771,32,835,47.14850367
00MWPE,Bembridge South,2077,28,942,45.35387578
46UDGS,Bemerton,6288,34,2456,39.05852417
00BNFD,Benchill,10439,17,4367,41.83350896
29UQGB,Benenden and Cranbrook,7588,186,2775,36.57090142
20UDGB,Benfieldside,4575,64,1895,41.42076503
47UFGQ,Bengeworth,4697,34,2064,43.9429423
23UBFS,Benhall and The Reddings,5193,60,2108,40.5931061
44UDGB,Benn,6265,69,2726,43.51157223
26UCGL,Bennetts End,5899,24,2284,38.71842685
00CHFB,Bensham,7487,84,2994,39.98931481
00AHGG,Bensham Manor,16088,98,6277,39.01665838
38UDGL,Benson,6091,118,2179,35.77409292
36UBGD,Bentham,3573,53,1491,41.72963896
00GLMY,Bentilee and Townsend,11931,21,5311,44.5142905
00CUFC,Bentley and Darlaston North,13689,64,5329,38.92906713
00CEFE,Bentley Central,11591,41,4782,41.25614701
00CEFF,Bentley North Road,11570,43,4917,42.49783924
00CKFB,Benton,8621,80,3770,43.7304257
00CJFA,Benwell,7184,19,3186,44.34855234
12UDGD,"Benwick, Coates and Eastrea",3999,41,1552,38.80970243
18ULFY,Bere Ferrers,3066,36,1291,42.10697978
19UGFN,Bere Regis,1984,28,850,42.84274194
22UGGE,Berechurch,8367,46,3217,38.44866738
38UDGM,Berinsfield,5772,67,2311,40.03811504
23UFGK,Berkeley,4091,40,1744,42.63016377
26UCGM,Berkhamsted Castle,5660,102,2491,44.01060071
26UCGN,Berkhamsted East,5388,114,2186,40.57164068
26UCGP,Berkhamsted West,5450,132,2133,39.13761468
42UBGJ,Berners,3867,45,1668,43.13421257
00FYNH,Berridge,16122,77,6966,43.2080387
40UCGL,Berrow,2329,17,969,41.60583942
00HHMN,Berry Head-with-Furzeham,10157,96,4748,46.74608644
23UDGH,Berry Hill,1640,17,658,40.12195122
37UFFU,Berry Hill,5980,94,2544,42.54180602
00GLMZ,Berryhill and Hanley East,10579,15,5020,47.45250024
00AXFY,Berrylands,9278,111,4447,47.93058849
45UCGL,Bersted,8443,34,3527,41.77425086
00CEFG,Bessacarr,13343,233,5749,43.08626246
00BMFA,Besses,9272,58,3837,41.38265746
00FYNJ,Bestwood,15321,28,6895,45.00358984
37UEGB,Bestwood Village,1655,6,682,41.20845921
00BNFE,Beswick and Clayton,9371,18,4292,45.80087504
15UGFU,Bethel,5841,61,2291,39.22273583
00BGFW,Bethnal Green North,11765,43,4627,39.32851679
00BGFX,Bethnal Green South,13675,57,5039,36.84826325
00AXFZ,Beverley,9488,158,3779,39.82925801
00FAMY,Beverley,8581,64,3617,42.15126442
00FBND,Beverley Rural,13940,270,5449,39.08895265
00MSMT,Bevois,13621,65,5243,38.49203436
45UEFP,Bewbush,9081,63,3173,34.94108578
47UGFX,Bewdley and Arley,6295,101,2699,42.87529786
00EUNC,Bewsey and Whitecross,9432,18,4431,46.9783715
38UBGS,Bicester East,6183,56,2308,37.32815785
38UBGT,Bicester North,5650,41,2279,40.33628319
38UBGU,Bicester South,4371,31,1855,42.43880119
38UBGW,Bicester Town,4922,31,2324,47.21657863
38UBGX,Bicester West,7546,66,2846,37.71534588
00CTFA,Bickenhill,13561,147,5342,39.39237519
30UPGG,Bickerstaffe,2013,28,839,41.67908594
18UEGH,Bickington and Roundswell,4196,41,1797,42.82650143
18UGGP,Bickleigh and Shaugh,5063,36,1846,36.46059648
00AFGD,Bickley,13904,244,5584,40.16110472
22UFGE,Bicknacre and East and West Hanningfield,5039,79,2032,40.3254614
29UBHB,Biddenden,2434,32,1008,41.41331142
00CLFD,Biddick Hall,6934,19,3011,43.42370926
