Zone Code,Zone Name,people,households,rent,%rent
09UEGX,Stanbridge,2171,42,868,39.98157531
38UFHF,"Standlake, Aston and Stanton Harcourt",3972,77,1549,38.9979859
00MLNW,Stanford,10056,184,3961,39.38941925
37UJHE,Stanford,2356,45,936,39.72835314
38UEHK,Stanford,2136,32,857,40.12172285
00KGNL,Stanford East and Corringham Town,8884,40,3639,40.9612787
00KGNM,Stanford-le-Hope West,6630,29,2619,39.50226244
00JANW,Stanground Central,8579,48,3693,43.04697517
00JANX,Stanground East,3057,19,1288,42.13280994
20UJGK,Stanhope,3375,34,1482,43.91111111
29UBJA,Stanhope,3276,12,1115,34.03540904
32UBGH,Staniland North,1701,9,735,43.20987654
32UBGG,Staniland South,3434,22,1579,45.98136284
00AWGR,Stanley,7529,195,3797,50.43166423
00EYNQ,Stanley,6312,45,2820,44.67680608
17UGGY,Stanley,2143,10,915,42.69715352
00DBFQ,Stanley and Altofts,17781,131,7390,41.56121703
00DBFR,Stanley and Wrenthorpe,19163,144,7668,40.01461149
20UDGX,Stanley Hall,4665,14,2190,46.94533762
13UEGH,Stanlow & Wolverham,5475,20,2347,42.86757991
00AQGS,Stanmore Park,9339,177,3877,41.51408074
35UEGS,Stannington,1646,36,706,42.89185905
26UDHG,Stanstead Abbots,2737,24,1097,40.08037998
22UQHA,Stansted North,3143,76,1231,39.16640153
22UQHB,Stansted South,2792,29,1193,42.72922636
17UFHA,Stanton,1888,21,778,41.20762712
42UFHQ,Stanton,2683,21,1082,40.32799105
31UBGQ,Stanton and Flamville,7132,106,2867,40.19910264
00MGNU,Stantonbury,8940,100,3569,39.92170022
22UGHC,Stanway,7553,87,3196,42.31431219
43UHGD,Stanwell North,7301,41,3242,44.40487604
34UDGQ,Stanwick,2160,15,833,38.56481481
16UDGT,Stanwix Rural,3976,52,1629,40.97082495
16UDGU,Stanwix Urban,5724,97,2459,42.9594689
19UDGS,Stapehill,2255,15,954,42.3059867
41UCGS,Stapenhill,7900,28,3432,43.44303797
00HDPT,Staple Hill,6823,31,3075,45.06815184
22UJGB,Staple Tye,7364,42,2960,40.1955459
37UDGQ,Stapleford North,4714,19,2039,43.25413661
37UDGR,Stapleford South East,4969,42,2158,43.42926142
37UDGS,Stapleford South West,5308,19,2323,43.76412962
40UEGU,Staplegrove,3992,80,1599,40.05511022
29UHHG,Staplehurst,6003,105,2216,36.9148759
36UDHT,Starbeck,5729,38,2462,42.97434107
20UHGP,Startforth,1312,23,384,29.26829268
16UGJN,Staveley-in-Cartmel,1638,40,744,45.42124542
16UGJP,Staveley-in-Westmorland,2044,40,906,44.32485323
34UGHK,Steane,1859,52,758,40.77461001
22UQHC,Stebbing,1510,50,578,38.2781457
45UDHN,Stedham,2287,80,957,41.84521207
11UBHU,Steeple Claydon,2890,48,1079,37.33564014
17UKGK,Stenson,4520,54,1625,35.95132743
36UGGW,Stepney,4237,50,1912,45.12626859
11UBHW,Stewkley,2955,61,1154,39.05245347
45UFGZ,Steyning,6038,127,2627,43.50778403
32UCJQ,Stickney,2175,22,864,39.72413793
00KGNN,Stifford Clays,6215,44,2550,41.02976669
36UCHJ,Stillington,1819,46,773,42.49587686
12UEHN,Stilton,3110,47,1192,38.32797428
15UDGT,Stithians,2004,30,823,41.06786427
00CNGK,Stockland Green,23060,77,9910,42.97484822
00CGGE,Stocksbridge,13663,95,5808,42.50896582
35UFHL,Stocksfield with Mickley,3857,118,1599,41.457091
44UEHK,Stockton and Napton,2449,27,957,39.07717436
00EUNX,Stockton Heath,6396,75,2698,42.18261413
00AYGN,Stockwell,13416,115,5779,43.07543232
00HBPU,Stockwood,10932,57,4411,40.34943286
00HGNR,Stoke,12146,85,5472,45.05186893
43UDGR,Stoke,5858,33,2337,39.89416183
00GLNP,Stoke and Trent Vale,12271,45,5549,45.22043843
00HBPW,Stoke Bishop,9660,223,3260,33.74741201
00HDPU,Stoke Gifford,10951,82,4464,40.7634006
47UBGP,Stoke Heath,2551,49,915,35.86828695
33UHJC,Stoke Holy Cross,2461,43,1083,44.00650142
00AMGS,Stoke Newington Central,10133,55,4316,42.59350637
42UDGF,Stoke Park,7235,42,3093,42.75051831
11UEGP,Stoke Poges,4839,93,1948,40.25625129
47UBGQ,Stoke Prior,2008,20,872,43.42629482
40UEGW,Stoke St. Gregory,1391,25,586,42.12796549
15UEGZ,Stokeclimsland,2421,46,951,39.28128872
11UFHJ,Stokenchurch and Radnage,5459,89,2188,40.08060084
18UGHL,Stokenham,1949,30,894,45.86967676
39UFHB,Stokesay,2589,15,1065,41.13557358
36UCHK,Stokesley,5530,107,2247,40.63291139
29UDGM,Stone,6252,20,2714,43.41010877
17UHHC,Stone Bench,4457,15,1761,39.51088176
00AEHA,Stonebridge,15943,102,5866,36.79357712
00BFGL,Stonecot,10327,80,3889,37.65856493
41UGHF,Stonefield and Christchurch,4253,41,1953,45.92052669
23UFHG,Stonehouse,7603,60,3003,39.49756675
43UCFZ,Stoneleigh,4700,85,1777,37.80851064
44UFGM,Stoneleigh,3049,32,841,27.58281404
38UFHG,Stonesfield and Tackley,4041,82,1651,40.85622371
00GAQJ,Stoney Street,2803,38,1136,40.52800571
00FNPA,Stoneygate,17068,231,5876,34.42699789
41UDHD,Stonnall,1470,18,621,42.24489796
00MGNW,Stony Stratford,14287,169,6075,42.52117309
41UKFT,Stonydelph,8073,48,3008,37.26000248
00KANK,Stopsley,7105,41,2865,40.32371569
22UQHD,Stort Valley,1455,46,565,38.83161512
09UCHH,Stotfold,6214,65,2577,41.47087222
39UBGS,Stottesdon,1690,34,613,36.27218935
43UDGS,Stoughton,8027,88,3261,40.62538931
19UDGT,Stour,2542,52,958,37.68686074
29UBJB,Stour,5082,58,2227,43.82133018
19UEHE,Stour Valley,3510,42,1588,45.24216524
22UCHH,Stour Valley North,2131,53,916,42.98451431
22UCHJ,Stour Valley South,2065,55,871,42.17917676
32UHGX,Stow,2159,33,866,40.11116258
41UDHE,Stowe,5123,80,2297,44.83700956
42UEHJ,Stowmarket Central,4323,50,2044,47.28198011
42UEHK,Stowmarket North,5883,41,2366,40.21757607
42UEHL,Stowmarket South,5042,41,1994,39.54779849
42UEHM,Stowupland,2207,17,905,41.00589035
42UEHN,Stradbroke and Laxfield,2324,12,1003,43.15834768
00EBMR,Stranton,4970,12,2292,46.1167002
44UEHL,Stratford Alveston,5202,128,2213,42.54133026
00BBGU,Stratford and New Town,12378,60,5529,44.66795928
44UEHM,Stratford Avenue and New Town,6362,85,2941,46.22760138
44UEHN,Stratford Guild and Hathaway,6303,116,3101,49.19879422
44UEHP,Stratford Mount Pleasant,4277,48,1826,42.69347674
33UHJD,Stratton,4619,58,1907,41.28599264
40UBHP,Stratton,2486,36,893,35.92115849
13UEGJ,Strawberry Fields,3715,32,1446,38.92328398
36UDHU,Stray,5452,149,2307,42.31474688
00AYGP,Streatham Hill,13359,118,6048,45.27284976
00AYGQ,Streatham South,13449,115,5263,39.13302104
00AYGR,Streatham Wells,12746,56,5841,45.82614153
20UHGQ,Streatlam and Whorlton,713,13,289,40.53295933
09UEGY,Streatley,2214,12,943,42.59259259
40UBHQ,Street North,4833,39,2028,41.96151459
40UBHR,Street South,4054,45,1605,39.59052787
40UBHS,Street West,2179,35,825,37.86140431
00CUFT,Streetly,13251,164,5279,39.83850275
00FFPC,Strensall,7862,131,3022,38.43805647
36UGGX,Streonshalh,4863,35,2016,41.45589143
00BUFS,Stretford,9685,75,4198,43.34537945
12UCGM,Stretham,3609,46,1417,39.26295373
41UCGT,Stretton,7763,76,3129,40.30658251
00LCPF,Strood North,13292,115,5246,39.46734878
00LCPG,Strood Rural,12092,101,4637,38.34766788
00LCPH,Strood South,14221,65,5626,39.56121229
00APGP,Stroud Green,10324,77,4895,47.4137931
00HNNH,Strouden Park,8955,86,3796,42.38972641
24UEGC,Stubbington,7805,107,2818,36.10506086
44UEHQ,Studley,5939,63,2440,41.08435764
29UCGX,Sturry North,2782,22,1137,40.86987779
29UCGY,Sturry South,2910,37,1191,40.92783505
37UCGW,Sturton,2168,38,869,40.08302583
32UHGY,Sudbrooke,2496,64,978,39.18269231
00AEHB,Sudbury,12307,122,4745,38.55529374
42UBHH,Sudbury East,3954,18,1810,45.77642893
42UBHJ,Sudbury North,4115,27,1638,39.80558931
42UBHK,Sudbury South,3864,24,1922,49.74120083
00CAGX,Sudell,14041,113,5432,38.68670323
00EXNU,Sudell,6806,28,2961,43.50573024
33UFHS,Suffield Park,3867,26,1746,45.15128006
00MBPH,Sulhamstead,2726,55,1100,40.35216434
41UDHF,Summerfield,4036,25,1561,38.67690783
46UFGX,Summerham,2188,64,933,42.6416819
38UCGS,Summertown,7041,148,2820,40.0511291
22UJGC,Sumners and Kingsmoor,7450,50,2955,39.66442953
43UHGE,Sunbury Common,7481,41,3090,41.30463842
43UHGF,Sunbury East,6308,95,2660,42.1686747
00KANL,Sundon Park,7585,37,2960,39.02439024
39UEGX,Sundorne,5123,26,2057,40.15225454
00MENX,Sunningdale,4875,129,1908,39.13846154
00MENY,Sunninghill and South Ascot,6538,173,2585,39.53808504
38UEHL,Sunningwell and Wootton,4186,94,1702,40.65934066
20UGGP,Sunnydale,3548,13,1600,45.09582864
00EXNW,Sunnyhurst,6343,57,2622,41.33690683
00AXGL,Surbiton Hill,10191,100,4758,46.68825434
32UFGT,Surfleet,2235,24,895,40.04474273
00BEGX,Surrey Docks,11346,35,5267,46.4216464
00FANU,Sutton,12881,35,5007,38.87120565
12UCGN,Sutton,3363,38,1328,39.48855189
13UEGK,Sutton,5824,65,2245,38.54739011
13UGJD,Sutton,2241,57,936,41.76706827
17UJHB,Sutton,4019,32,1755,43.667579
37UCGX,Sutton,2766,40,817,29.53723789
39UCGT,Sutton,2547,41,710,27.87593247
42UGJB,Sutton,2412,55,894,37.06467662
00BZFQ,Sutton and Bold,9394,41,3709,39.4826485
00HGNS,Sutton and Mount Gould,12553,49,5745,45.76595236
39UEGY,Sutton and Reabrook,4209,42,1852,44.00095034
32UFGU,Sutton Bridge,3936,24,1709,43.41971545
00BFGM,Sutton Central,10016,55,4981,49.73043131
38UEHM,Sutton Courtenay and Appleford,2772,47,1069,38.56421356
00CNGL,Sutton Four Oaks,28613,528,12105,42.30594485
13UEGL,Sutton Green & Manor,4068,30,1458,35.84070796
37UBGB,Sutton in Ashfield Central,11257,30,4743,42.13378342
37UBGC,Sutton in Ashfield East,11181,49,4694,41.98193364
37UBGD,Sutton in Ashfield North,10594,60,4506,42.53350953
37UBGE,Sutton in Ashfield West,9899,60,4226,42.69118093
00CNGM,Sutton New Hall,32363,385,13711,42.36628248
00BFGN,Sutton North,9675,82,4056,41.92248062
32UCJR,Sutton on Sea North,1901,10,849,44.66070489
32UCJS,Sutton on Sea South,2068,4,944,45.64796905
47UGGK,Sutton Park,7167,48,3050,42.55616018
00BFGP,Sutton South,8827,86,4931,55.86269401
29UHHH,Sutton Valence and Langley,2702,42,1025,37.93486306
00CNGN,Sutton Vesey,28818,531,11784,40.89110972
00GAQK,Sutton Walls,3090,62,1264,40.90614887
00BFGQ,Sutton West,9980,104,4764,47.73547094
29UDGN,Sutton-at-Hone and Hawley,4133,41,1663,40.2371159
36UBGT,Sutton-in-Craven,3480,41,1429,41.06321839
37UGHH,Sutton-on-Trent,2542,49,1058,41.62077105
17UKGL,Swadlincote,6522,45,2766,42.41030359
33UBHR,Swaffham,6935,65,3130,45.1333814
36UCHL,Swainby,1753,50,742,42.32743868
36UEHD,Swaledale,1116,16,491,43.99641577
00MFNY,Swallowfield,2629,48,1022,38.87409661
19UGFX,Swanage North,4169,47,1860,44.61501559
19UGFY,Swanage South,5955,67,2582,43.35852225
29UKHJ,Swanley Christchurch and Swanley Village,5766,44,2208,38.29344433
29UKHK,Swanley St Mary's,4535,11,1798,39.64718853
29UKHL,Swanley White Oak,6287,49,2691,42.80260856
24UPHG,Swanmore and Newtown,4044,105,1519,37.56181998
29UDGP,Swanscombe,6418,14,2705,42.14708632
00BXFT,Swanside,7907,40,3066,38.77576831
34UHGF,Swanspool,5703,47,2811,49.28984745
33UBHS,Swanton Morley,2863,28,984,34.36954244
17UBHA,Swanwick,5316,62,2178,40.97065463
12UGHY,Swavesey,2480,43,960,38.70967742
00MSNG,Swaythling,13394,57,4727,35.29192176
39UDGD,Sweeney and Trefonen,3776,89,1496,39.61864407
22ULGR,Sweyne Park,4325,24,1762,40.73988439
23UBGJ,Swindon Village,6008,45,2493,41.49467377
32UBGJ,Swineshead and Holland Fen,3369,38,1363,40.45710893
00BWFW,Swinley,10556,92,4648,44.03183024
00CFFU,Swinton,11281,69,4750,42.10619626
00BRFP,Swinton North,11691,29,5204,44.51287315
00BRFQ,Swinton South,12592,70,5169,41.04987294
00AGGW,Swiss Cottage,11663,96,5843,50.09860242
41UGHG,Swynnerton,4233,80,1731,40.8929837
00AZGU,Sydenham,15353,81,6760,44.03048264
26UHGC,Symonds Green,5941,49,2616,44.03299108
00ATGS,Syon,9717,55,4150,42.70865493
31UCHG,Syston East,5814,34,2386,41.03887169
31UCHH,Syston West,5794,60,2412,41.62927166
00BKGR,Tachbrook,8342,57,5028,60.27331575
24UNGY,Tadburn,5382,66,2153,40.00371609
36UHHG,Tadcaster East,3830,28,1615,42.16710183
36UHHH,Tadcaster West,3511,37,1524,43.40643691
24UBJR,Tadley North,6274,70,2540,40.48453937
24UBJS,Tadley South,5377,65,2220,41.28696299
43UFGN,Tadworth and Walton,7016,141,2781,39.63797035
22UQHE,Takeley and the Canfields,2939,34,1209,41.13644097
00BUFT,Talbot,8176,24,3674,44.93639922
00EYNR,Talbot,6913,37,3329,48.15564878
00HNNJ,Talbot and Branksome Woods,8122,120,3656,45.01354346
18UBHS,Tale Vale,2369,50,935,39.46813001
41UEGW,Talke,4077,17,1723,42.26146676
18UKGX,Tamarside,1477,9,554,37.5084631
18ULGP,Tamarside,1484,36,592,39.89218329
20UDGY,Tanfield,4505,28,1873,41.57602664
36UCHM,Tanfield,1755,35,703,40.05698006
45UDHP,Tangmere,2462,29,963,39.11454102
30UPHB,Tanhouse,4106,7,1682,40.96444228
29UCGZ,Tankerton,4583,48,1987,43.35588043
44UEHR,Tanworth,3725,62,1492,40.05369128
11UEGQ,Taplow,1584,38,725,45.77020202
47UBGR,Tardebigge,3044,42,881,28.94218134
30UNHA,Tardy Gate,3291,23,1263,38.37739289
30UPHC,Tarleton,5350,67,2216,41.42056075
13UHHL,Tarporley & Oulton,3916,97,1642,41.93054137
45UHGB,Tarring,8037,69,3580,44.54398407
13UBHF,Tarvin,4175,82,1658,39.71257485
33UHJE,Tasburgh,2285,38,894,39.12472648
43UKGM,Tatsfield and Titsey,1816,34,693,38.16079295
13UBHG,Tattenhall,3601,78,1479,41.07192447
43UFGP,Tattenhams,7274,65,3130,43.02996976
40UDKU,Tatworth and Forton,2580,17,1061,41.12403101
40UEGX,Taunton Blackbrook and Holway,6508,39,2820,43.33128457
40UEGY,Taunton Eastgate,4137,36,1985,47.9816292
40UEGZ,Taunton Fairwater,5686,51,2673,47.01020049
40UEHA,Taunton Halcon,6207,21,2590,41.72708233
40UEHB,Taunton Killams and Mountfield,3083,58,1316,42.68569575
40UEHC,Taunton Lyngford,5317,26,2451,46.09742336
40UEHD,Taunton Manor and Wilton,5181,106,2510,48.4462459
40UEHE,Taunton Pyrland and Rowbarton,5911,42,2472,41.82033497
33UCHM,Taverham North,5423,39,2076,38.28139406
33UCHN,Taverham South,4810,63,1973,41.01871102
33UBHT,Taverner,2199,27,884,40.20009095
18ULGQ,Tavistock North,4858,76,2105,43.33058872
18ULGR,Tavistock South,4437,90,1823,41.08631959
18ULGS,Tavistock South West,1723,24,763,44.28322693
18UDGZ,Taw,1508,18,615,40.78249337
18UDHA,Taw Vale,1614,16,665,41.20198265
00CHFT,Teams,9241,18,4293,46.45601125
00BDGL,Teddington,9615,164,4412,45.88663547
00EENT,Teesville,6862,20,2851,41.54765375
18UHHM,Teign Valley,2559,62,1055,41.22704181
18UHHH,Teignbridge North,2738,26,1202,43.90065741
18UHHJ,Teignmouth Central,4645,50,1985,42.73412271
18UHHK,Teignmouth East,4644,59,2292,49.35400517
18UHHL,Teignmouth West,5124,25,2088,40.74941452
00AZGW,Telegraph Hill,14426,84,6135,42.52738112
47UCJH,Teme Valley,1865,42,745,39.9463807
33UBHU,Templar,3080,34,938,30.45454545
17UHHD,Temple,1957,33,799,40.82779765
47UCJJ,Tenbury,3794,54,1635,43.09435952
29UBJC,Tenterden North,2158,35,1021,47.31232623
29UBJD,Tenterden South,2272,32,1003,44.14612676
11UFHK,Terriers and Amersham Hill,8747,152,3516,40.19663885
23UCHM,Tetbury,5250,60,2259,43.02857143
32UCJT,Tetford,2090,40,888,42.48803828
32UCJU,Tetney,2485,32,958,38.55130785
00CWFS,Tettenhall Regis,12000,123,4851,40.425
00CWFT,Tettenhall Wightwick,10832,172,4913,45.35635155
12UGHZ,Teversham,2665,25,1196,44.87804878
23UGGY,Tewkesbury Newtown,1999,31,796,39.81990995
23UGGZ,Tewkesbury Prior's Park,4171,21,1766,42.33996643
23UGHA,Tewkesbury Town with Mitton,3917,50,1961,50.06382436
29UMHA,Teynham and Lynsted,5125,51,2048,39.96097561
38UDHK,Thame North,5822,79,2294,39.40226726
38UDHL,Thame South,5250,87,2161,41.16190476
00ABGL,Thames,8547,31,3724,43.57084357
00MCNF,Thames,9365,181,3507,37.44794447
43UBGP,Thames Ditton,5863,106,2418,41.24168514
23UCHN,Thames Head,1865,47,747,40.0536193
00BJGQ,Thamesfield,12344,202,5673,45.95755023
00ADGX,Thamesmead East,10701,48,4409,41.20175685
00ALHE,Thamesmead Moorings,11755,63,4950,42.10974054
29UNHA,Thanet Villages,5886,66,2555,43.40808699
00MBPJ,Thatcham Central,6119,74,2545,41.59176336
00MBPK,Thatcham North,5257,44,2000,38.04451208
00MBPL,Thatcham South and Crookham,5074,73,1992,39.25896728
00MBPM,Thatcham West,6374,50,2335,36.63319736
00BZFR,Thatto Heath,9393,51,3854,41.03055467
22UQHF,Thaxted,3146,40,1303,41.41767324
12UGJA,The Abingtons,2310,44,937,40.56277056
24UPHH,The Alresfords,6020,144,2575,42.77408638
38UBHL,The Astons and Heyfords,4704,105,1926,40.94387755
38UFHH,The Bartons,1937,29,783,40.42333505
19UEHF,The Beacon,2319,51,783,33.76455369
22UQHG,The Chesterfords,1629,43,668,41.00675261
22UQHH,The Eastons,1489,26,587,39.42243116
24UCHT,The Hangers and Forest,2439,51,941,38.58138581
12UEHP,The Hemingfords,5684,132,2436,42.85714286
00KGNP,The Homesteads,9115,79,3304,36.24794295
00BEGY,The Lane,11973,70,5293,44.20780089
22UFHB,The Lawns,5610,86,2301,41.01604278
47UFHX,The Littletons,3221,30,1110,34.46134741
19UEHG,The Lower Tarrants,3414,64,775,22.70064441
46UCJJ,The Lydiards and Broad Town,2642,48,1027,38.87206662
12UDHC,The Mills,2458,5,1090,44.34499593
12UGJB,The Mordens,2216,53,893,40.29783394
00GFPT,The Nedge,9593,64,3622,37.75669759
33UFHT,The Raynhams,2237,21,995,44.47921323
11UFHM,The Risboroughs,7978,128,3352,42.01554274
22UQHJ,The Rodings,1755,28,693,39.48717949
33UFHU,The Runtons,2068,19,962,46.51837524
32UFGW,The Saints,2172,29,874,40.23941068
42UHGS,The Saints,2194,46,862,39.28896992
22UQHK,The Sampfords,1782,38,681,38.21548822
12UGJC,The Shelfords and Stapleford,6885,185,2967,43.09368192
23UFHH,The Stanleys,4235,90,1719,40.59031877
42UEHP,The Stonhams,2167,35,857,39.54776188
19UEHH,The Stours,1756,47,726,41.34396355
12UCGP,The Swaffhams,1983,48,795,40.09077156
22UCHK,The Three Colnes,4848,57,1978,40.80033003
12UGJD,The Wilbrahams,2537,41,1088,42.8852976
31UCHJ,The Wolds,2801,60,1100,39.27168868
11UFHN,The Wooburns,4853,52,2109,43.45765506
00BFGR,The Wrythe,10384,56,4305,41.45801233
00MBPN,Theale,2771,24,1215,43.84698665
26UBGB,Theobalds,6679,40,2776,41.56310825
33UBHW,Thetford-Abbey,5133,25,2112,41.14552893
33UBHX,Thetford-Castle,1962,13,939,47.85932722
33UBHY,Thetford-Guildhall,6795,39,2753,40.51508462
33UBHZ,Thetford-Saxon,7698,36,3078,39.98441154
22UHHL,Theydon Bois,3993,55,1598,40.02003506
20UGGQ,Thickley,3651,9,1585,43.41276363
36UCHN,Thirsk,5629,41,2501,44.43062711
41UEGX,Thistleberry,5739,54,2608,45.44345705
32UHGZ,Thonock,2363,24,958,40.5416843
00HDPW,Thornbury North,6951,117,2712,39.01596893
00HDPX,Thornbury South,6696,120,2668,39.84468339
00CEFU,Thorne,16592,74,6759,40.73649952
00CMFU,Thorney Close,9938,11,4348,43.7512578
00CZGA,Thornhill,18012,130,6265,34.78236731
00CMFW,Thornholme,10214,66,4270,41.80536519
20UFGY,Thornley and Wheatley Hill,5707,19,2446,42.85964605
00AYGS,Thornton,12589,71,5445,43.25204544
00CXFZ,Thornton,12960,80,5451,42.06018519
36UFHA,Thornton Dale,3311,69,1435,43.34038055
00AHHA,Thornton Heath,14784,123,6365,43.05330087
36UCHP,Thorntons,1808,52,720,39.82300885
00ECPA,Thorntree,6080,3,2427,39.91776316
37UJHF,Thoroton,1958,50,794,40.55158325
00KFNC,Thorpe,8715,133,3825,43.88984509
43UGGC,Thorpe,5624,87,2262,40.22048364
33UGGC,Thorpe Hamlet,8109,50,4525,55.80219509
00CFFW,Thorpe Hesley,11285,78,4562,40.42534338
33UCHP,Thorpe St Andrew North West,7286,37,3324,45.62174032
33UCHQ,Thorpe St Andrew South East,6476,85,2704,41.75416924
34UFGU,Thorplands,8093,36,3194,39.46620536
22UNHW,"Thorrington, Frating, Elmstead and Great Bromley",4642,41,1856,39.98276605
34UDGR,Thrapston,4855,41,1925,39.64984552
45UEGC,Three Bridges,5648,51,2311,40.91713881
19UDGU,Three Cross and Potterne,2571,22,926,36.01711396
00GAQL,Three Elms,10474,85,4901,46.79205652
22UCHL,Three Fields,3818,68,1568,41.06862232
18UKGY,Three Moors,1547,20,649,41.95216548
23UCHP,Three Rivers,1898,59,857,45.15279241
31UHGS,Thringstone,4325,33,1792,41.43352601
00HNNK,Throop and Muscliff,8411,71,3619,43.02698847
00EBMS,Throston,7416,57,2958,39.88673139
23UFHJ,Thrupp,2272,45,894,39.34859155
18ULGU,Thrushel,1453,27,591,40.67446662
26UDHH,Thundridge & Standon,2927,49,1111,37.95695251
00CFFX,Thurcroft and Whiston,9934,49,4180,42.07771291
32UGHU,Thurlby,2136,47,827,38.71722846
18UGHM,Thurlestone,1815,52,799,44.02203857
00AYGT,Thurlow Park,10958,102,4906,44.7709436
33UHJF,Thurlton,2651,39,1047,39.49453037
31UCHK,Thurmaston,8945,88,3606,40.31302404
31UDHC,Thurnby and Houghton,6516,122,2525,38.75076734
00FNPB,Thurncourt,9936,76,4096,41.22383253
00CBFU,Thurstaston,15548,300,6620,42.57782351
42UEHQ,Thurston and Hessett,4309,83,1701,39.47551636
23UDHH,Tibberton,1648,44,660,40.04854369
17UCGW,Tibshelf,4408,23,1824,41.37931034
21UGGZ,Ticehurst and Etchingham,4159,84,1682,40.44241404
23UDHJ,Tidenham,5316,80,2078,39.08954101
17UFHB,Tideswell,1864,21,795,42.65021459
46UBHL,"Tidworth, Perham Down and Ludgershall South",8499,117,2482,29.2034357
00KGNQ,Tilbury Riverside and Thurrock Park,6185,22,2443,39.49878739
00KGNR,Tilbury St Chads,5906,12,2251,38.11378259
00MCNG,Tilehurst,9670,94,3795,39.2450879
45UEGD,Tilgate,6198,40,2607,42.06195547
46UDHN,Till Valley and Wylye,4122,94,1720,41.72731684
43UDGT,Tillingbourne,5216,110,2254,43.21319018
22UKGL,Tillingham,2181,22,842,38.60614397
41UGHH,Tillington,4059,33,1758,43.31116038
13UBHH,Tilston,2001,53,800,39.98001
31UDHD,Tilton,1857,55,748,40.28002154
00BUFU,Timperley,11049,149,4472,40.47425106
00HAPX,Timsbury,2581,31,1063,41.18558698
11UBHX,Tingewick,3062,80,1216,39.71260614
17UHHE,Tintwistle,2233,14,926,41.46887595
22UDGH,Tipps Cross,3830,55,1463,38.19843342
00CSFW,Tipton Green,16011,57,6642,41.48397976
22UGHD,Tiptree,7516,63,3040,40.4470463
46UDHP,Tisbury and Fovant,3868,112,1722,44.51913133
24UEGD,Titchfield,6974,108,2715,38.93031259
24UEGE,Titchfield Common,6757,60,2794,41.34971141
09UEGZ,Tithe Farm,5043,33,1918,38.03291691
30UQHD,Tithebarn,3949,56,1789,45.30260826
00CSFX,Tividale,12328,38,4925,39.94970798
22UJGD,Toddbrook,7210,37,3140,43.55062413
09UEHA,Toddington,5008,51,2011,40.1557508
00CYFR,Todmorden,10285,93,4391,42.69324259
00AEHC,Tokyngton,11836,127,4176,35.28218993
00CXGA,Toller,18951,111,5414,28.56841328
32UGHW,Toller,2224,24,927,41.68165468
36UCHQ,Tollerton,1761,31,656,37.25156161
37UJHG,Tollerton,1776,30,760,42.79279279
22UKGM,Tollesbury,2033,34,808,39.74422036
22UKGN,Tolleshunt D'Arcy,3926,48,1567,39.91339786
00AUGN,Tollington,12462,66,5766,46.26865672
29ULHA,Tolsford,1969,31,813,41.28999492
00AXGM,Tolworth and Hook Rise,9531,83,3763,39.48169132
00CXGB,Tong,13823,39,5608,40.57006439
00BLFU,Tonge,10153,30,4560,44.91283365
00HXNS,Toothill and Westlea,7876,60,3286,41.72168614
00BJGR,Tooting,13261,79,5434,40.97730186
36UCHR,Topcliffe,2443,35,836,34.22022104
19UJFU,Tophill East,3564,33,1338,37.54208754
19UJFW,Tophill West,4867,22,2017,41.44236696
18UCGM,Topsham,5023,67,2594,51.64244475
32UHHA,Torksey,2342,25,1029,43.93680615
00HHNB,Tormohun,10935,72,5095,46.59350709
15UBHE,Torpoint East,3867,28,1674,43.28937161
15UBHF,Torpoint West,4590,44,1653,36.0130719
18UKGZ,Torrington,5279,42,2201,41.69350256
30UHHG,Torrisholme,6758,59,3117,46.12311335
00MWQZ,Totland,2984,42,1265,42.39276139
18UGHN,Totnes Bridgetown,3706,48,1597,43.09228278
18UGHP,Totnes Town,4335,66,2119,48.88119954
37UDGT,Toton and Chilwell Meadows,7298,87,2913,39.91504522
00APGQ,Tottenham Green,11966,63,5210,43.54003009
00APGR,Tottenham Hale,12728,71,5134,40.3362665
00ACGP,Totteridge,14449,303,5791,40.07889819
11UFHL,Totteridge,5371,47,2224,41.40755911
00BMFQ,Tottington,12511,209,5040,40.2845496
24UJHS,Totton Central,5330,49,2051,38.48030019
24UJHT,Totton East,5708,29,2478,43.41275403
24UJHU,Totton North,5832,33,2226,38.16872428
24UJHW,Totton South,6009,33,2499,41.58761857
24UJHX,Totton West,5107,22,2110,41.315841
34UGHL,Tove,1656,39,676,40.82125604
20UJGL,Tow Law and Stanley,3828,21,1627,42.50261233
34UGHM,Towcester Brook,4632,93,1676,36.18307427
34UGHN,Towcester Mill,4298,45,1847,42.97347604
00AAFZ,Tower,141,0,110,78.0141844
40UDKW,Tower,2388,80,971,40.66164154
29UEHC,Tower Hamlets,4784,20,2214,46.27926421
00BXFU,Tower Hill,8929,23,3177,35.58069213
00AKHE,Town,13928,137,5753,41.30528432
00ANGQ,Town,9899,96,4581,46.27740176
00CYFS,Town,11909,54,4903,41.17054329
00FDNJ,Town,7357,62,3274,44.50183499
24UFGD,Town,4282,10,2136,49.88323213
29UDGQ,Town,3750,20,1722,45.92
33UHJG,Town,2578,29,1086,42.12567882
41UCGU,Town,5974,63,2484,41.58018078
41UEGY,Town,4453,22,2298,51.60565911
43UCGA,Town,5347,55,2612,48.84982233
43UJGF,Town,3967,110,1676,42.24855054
29UEHD,Town and Pier,2191,8,862,39.34276586
